Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Data Fato;Horário Fato;Município;Situação Veículo;Tipo Veículo;Ano Modelo;Marca / Modelo;Qtde Veículos
2019-008280230-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;21/02/2019;15:46:25;NOVA SERRANA;RECUPERADO;MOTOCICLETA;2003;HONDA/CG 125 TITAN KSE;1
2019-008290490-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;T10161;CONSUMADO;21/02/2019;16:53:59;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;1976;VW/BRASILIA;1
2019-008299710-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;21/02/2019;17:56:49;ABAETE;APREENDIDO;MOTOCICLETA;2012;HONDA/CB 300R;1
2019-008299854-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;21/02/2019;17:56:05;DIVINOPOLIS;FURTADO;MOTOCICLETA;2008;HONDA/BIZ 125 KS;1
2019-008307289-001;POLICIA MILITAR;INVÁLIDO;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;21/02/2019;18:36:33;ITAUNA;APREENDIDO;AUTOMOVEL;2012;VW/SAVEIRO 1.6 CS;1
2019-008319099-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;21/02/2019;18:30:00;MARAVILHAS;APREENDIDO;AUTOMOVEL;1999;I/VW GOLF;1
2019-008320338-001;POLICIA MILITAR;3 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;Y10003;CONSUMADO;21/02/2019;19:20:00;MORADA NOVA DE MINAS;APREENDIDO;MOTOCICLETA;2003;HONDA/CG 125 TITAN KS;1
2019-008322309-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;T10161;CONSUMADO;21/02/2019;20:21:59;FORMIGA;APREENDIDO;MOTOCICLETA;2007;HONDA/BIZ 125 ES;1
2019-008324743-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T00008;CONSUMADO;21/02/2019;19:00:00;MARAVILHAS;APREENDIDO;AUTOMOVEL;;FIAT/UNO CS;1
2019-008326623-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;21/02/2019;19:00:26;DIVINOPOLIS;ROUBADO;CAMINHONETE;2012;MMC/L200 TRITON 3.2 D;1
2019-008335890-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;21/02/2019;22:07:44;ITAUNA;ROUBADO;AUTOMOVEL;2004;FIAT/STRADA FIRE;1
2019-008335912-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;I04028;CONSUMADO;21/02/2019;21:30:00;FORMIGA;APREENDIDO;AUTOMOVEL;2011;FIAT/PUNTO ATTRACTIVE;1
2019-008356119-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01180;CONSUMADO;22/02/2019;01:11:24;ITAUNA;APREENDIDO;MOTOCICLETA;2010;YAMAHA/FACTOR YBR125 K;1
2019-008357756-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;B01129;CONSUMADO;22/02/2019;00:26:41;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;1993;GM/OMEGA CD;1
2019-008357875-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;21/02/2019;17:40:00;SANTO ANTONIO DO MONTE;APREENDIDO;CAMINHONETE;2009;FIAT/STRADA ADVENT FLEX;1
2019-008364786-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;22/02/2019;03:35:00;ITAUNA;APREENDIDO;MOTOCICLETA;1999;YAMAHA/RD 135;1
2019-008368299-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;C01157;CONSUMADO;22/02/2019;05:06:39;LAGOA DA PRATA;ROUBADO;AUTOMOVEL;2013;VW/NOVO GOL 1.0;1
2019-008376897-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;A16000;CONSUMADO;22/02/2019;08:06:53;LAGOA DA PRATA;RECUPERADO;AUTOMOVEL;2013;VW/NOVO GOL 1.0;1
2019-008378959-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;A16000;CONSUMADO;22/02/2019;06:58:24;BOM DESPACHO;RECUPERADO;AUTOMOVEL;1991;FIAT/UNO CS;1
2019-008382578-002;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;A16000;CONSUMADO;22/02/2019;13:00:00;LUZ;RECUPERADO;CAMINHAO;2013;VW/5.150 DRC 4X2;1
2019-008383977-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;A16000;CONSUMADO;22/02/2019;07:45:00;LAGOA DA PRATA;RECUPERADO;MOTOCICLETA;2008;HONDA/CG 150 TITAN KS;1
2019-008386325-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;22/02/2019;09:26:02;ITAUNA;APREENDIDO;AUTOMOVEL;2009;I/FORD FOCUS 2.0L FC;1
2019-008390797-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;22/02/2019;09:56:33;PARA DE MINAS;APREENDIDO;MOTOCICLETA;2000;HONDA/CG 125 TITAN;1
2019-008390979-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;22/02/2019;09:57:13;PARA DE MINAS;APREENDIDO;MOTOCICLETA;2011;HONDA/CG 150 FAN ESI;1
2019-008391187-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;22/02/2019;09:58:46;PARA DE MINAS;APREENDIDO;MOTOCICLETA;2008;HONDA/BIZ 125 ES;1
2019-008391566-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;22/02/2019;10:01:37;ITAUNA;APREENDIDO;AUTOMOVEL;1980;GM/CHEVETTE HATCH SL;1
2019-008399008-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10309;CONSUMADO;22/02/2019;10:30:00;BAMBUI;APREENDIDO;MOTOCICLETA;2008;SUNDOWN/MAX 125 SED;1
2019-008401037-001;POLICIA MILITAR;INVÁLIDO;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;22/02/2019;11:03:24;ITAUNA;APREENDIDO;AUTOMOVEL;2005;VW/GOL 1.0;1
2019-008403428-001;POLICIA MILITAR;INVÁLIDO;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;22/02/2019;11:20:58;ITAUNA;APREENDIDO;AUTOMOVEL;2014;FORD/FIESTA SEDAN1.6FLEX;1
2019-008407021-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01180;CONSUMADO;22/02/2019;08:10:00;MARAVILHAS;APREENDIDO;MOTOCICLETA;2008;YAMAHA/YBR 125K;1
2019-008412968-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;T00009;CONSUMADO;22/02/2019;12:30:31;NOVA SERRANA;APREENDIDO;AUTOMOVEL;;VW/GOL 1.0 CITY;1
2019-008416665-001;POLICIA MILITAR;3 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;22/02/2019;13:01:00;MORADA NOVA DE MINAS;FURTADO;OUTROS - TIPOS DE VEICULO (DISCRIMINAR NO HIS;;NAO INFORMADO;1
2019-008431165-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;22/02/2019;14:39:07;ITAUNA;APREENDIDO;MOTOCICLETA;2017;HONDA/NXR160 BROS ESDD;1
2019-008435740-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;22/02/2019;14:59:16;ITAUNA;APREENDIDO;MOTOCICLETA;2015;HONDA/POP100;1
2019-008445667-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;22/02/2019;15:30:00;LUZ;APREENDIDO;CAMINHONETE;2005;FIAT/FIORINO IE;1
2019-008463277-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;22/02/2019;17:00:55;ITAUNA;APREENDIDO;AUTOMOVEL;1999;VW/GOL 16V;1
2019-008463721-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;E08034;CONSUMADO;22/02/2019;16:58:28;DIVINOPOLIS;APREENDIDO;MOTOCICLETA;2016;HONDA/CG 160 FAN ESDI;1
2019-008468477-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;A16000;CONSUMADO;22/02/2019;16:25:28;DIVINOPOLIS;RECUPERADO;AUTOMOVEL;2012;MMC/L200 TRITON 3.2 D;1
2019-008469402-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;22/02/2019;17:09:39;NOVA SERRANA;FURTADO;MOTOCICLETA;2003;YAMAHA/YBR 125K;1
2019-008477910-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01180;CONSUMADO;22/02/2019;17:15:15;NOVA SERRANA;RECUPERADO;MOTOCICLETA;2019;HONDA/NXR160 BROS ESDD;1
2019-008479373-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;T10161;CONSUMADO;22/02/2019;18:18:19;NOVA SERRANA;APREENDIDO;MOTOCICLETA;2014;HONDA/CG 150 TITAN EX;1
2019-008482076-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E08034;CONSUMADO;22/02/2019;18:35:09;ABAETE;APREENDIDO;MOTONETA;2003;Y/YAMAHA CRYPTON;1
2019-008489901-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;22/02/2019;19:27:04;PITANGUI;FURTADO;MOTOCICLETA;1984;HONDA/ML 125;1
2019-008493204-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;22/02/2019;19:47:38;ITAUNA;APREENDIDO;AUTOMOVEL;1994;VW/GOL GTS 1.8;1
2019-008495363-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;22/02/2019;20:05:00;ITAUNA;APREENDIDO;MOTOCICLETA;2015;I/WUYANG WY48Q-2;1
2019-008499478-001;POLICIA MILITAR;280 CIA PM/60 BPM/7 RPM;60 BPM/7 RPM;T00009;CONSUMADO;22/02/2019;19:02:12;NOVA SERRANA;APREENDIDO;MOTOCICLETA;;HONDA/CG 150 TITAN ES;1
2019-008502577-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;A16000;CONSUMADO;22/02/2019;20:52:34;NOVA SERRANA;RECUPERADO;MOTOCICLETA;2003;YAMAHA/YBR 125K;1
2019-008507360-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;T00009;CONSUMADO;22/02/2019;21:00:00;SAO GONCALO DO PARA;APREENDIDO;AUTOMOVEL;;RENAULT/SANDERO EXP 16;1
2019-008507360-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;T00009;CONSUMADO;22/02/2019;21:00:00;SAO GONCALO DO PARA;APREENDIDO;MOTOCICLETA;;HONDA/CB600F HORNET;1
2019-008514530-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;22/02/2019;22:16:48;ARCOS;APREENDIDO;AUTOMOVEL;1989;FORD/ESCORT L;1
2019-008518028-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;T10161;CONSUMADO;22/02/2019;22:10:00;CLAUDIO;APREENDIDO;CAMIONETA;2007;VW/SAVEIRO 1.6;1
2019-008518134-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T10306;CONSUMADO;22/02/2019;22:44:59;ABAETE;APREENDIDO;AUTOMOVEL;2014;I/CHEV CAMARO 2SS CONV;1
2019-008524984-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;22/02/2019;23:11:06;DIVINOPOLIS;ROUBADO;AUTOMOVEL;2013;HONDA/CG150 FAN ESDI;1
2019-008526732-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;22/02/2019;23:53:54;ITAUNA;APREENDIDO;MOTOCICLETA;2007;HONDA/CG 150 TITAN KS;1
2019-008534481-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10306;CONSUMADO;23/02/2019;00:20:00;PARA DE MINAS;APREENDIDO;CAMINHONETE;2012;I/TOYOTA HILUX CD4X4 SRV;1
2019-008536530-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T10309;CONSUMADO;23/02/2019;00:55:22;LAGOA DA PRATA;APREENDIDO;MOTOCICLETA;2011;HONDA/CG150 FAN ESDI;1
2019-008536885-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;23/02/2019;00:40:00;BAMBUI;APREENDIDO;AUTOMOVEL;1986;VW/VOYAGE LS;1
2019-008539456-001;POLICIA MILITAR;60 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;T00009;CONSUMADO;22/02/2019;19:40:00;PERDIGAO;APREENDIDO;UTILITARIO (TIPO DE VEICULO);;I/MMC PAJERO SP4X4 HPE G;1
2019-008541561-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T00008;CONSUMADO;23/02/2019;01:48:30;ITAUNA;APREENDIDO;AUTOMOVEL;;I/PEUGEOT 408 FELINE;1
2019-008550807-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;T10306;CONSUMADO;23/02/2019;04:41:59;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;2001;GM/ASTRA MILENIUM;1
2019-008558149-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;T10161;CONSUMADO;23/02/2019;07:30:09;DIVINOPOLIS;APREENDIDO;MOTOCICLETA;2010;HONDA/CB 300R;1
2019-008568417-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C99000;CONSUMADO;23/02/2019;08:17:39;PITANGUI;RECUPERADO;CAMINHAO/TRATOR;2019;M.BENZ/AXOR 2544 S;1
2019-008570338-001;POLICIA MILITAR;3 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;23/02/2019;08:30:00;MORADA NOVA DE MINAS;FURTADO;CAMINHONETE;1993;FORD/PAMPA 1.8 L;1
2019-008572220-001;POLICIA MILITAR;3 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;23/02/2019;10:00:00;MORADA NOVA DE MINAS;FURTADO;OUTROS - TIPOS DE VEICULO (DISCRIMINAR NO HIS;;NAO INFORMADO;1
2019-008575371-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;23/02/2019;10:00:00;PARA DE MINAS;APREENDIDO;MOTOCICLETA;2008;HONDA/CG 150 TITAN KS;1
2019-008575419-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;23/02/2019;10:00:00;PARA DE MINAS;APREENDIDO;MOTOCICLETA;2016;HONDA/BIZ 110I;1
2019-008579902-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T00009;CONSUMADO;23/02/2019;11:52:21;PARA DE MINAS;APREENDIDO;MOTOCICLETA;;NAO INFORMADO;1
2019-008586854-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01180;CONSUMADO;23/02/2019;12:30:00;ITATIAIUCU;APREENDIDO;AUTOMOVEL;1999;VW/GOL 16V;1
2019-008587260-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T01311;CONSUMADO;23/02/2019;12:30:00;ITATIAIUCU;APREENDIDO;AUTOMOVEL;1999;VW/SAVEIRO CL 1.6 MI;1
2019-008590614-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;T10161;CONSUMADO;23/02/2019;09:20:00;POMPEU;APREENDIDO;CAMINHONETE;2013;CHEVROLET/S10 LTZ DD4;1
2019-008604598-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;T00008;CONSUMADO;23/02/2019;15:48:55;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;;IMP/FORD ESCORT GL 16V H;1
2019-008612174-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;23/02/2019;15:00:00;NOVA SERRANA;ROUBADO;MOTOCICLETA;2014;HONDA/CG 125 FAN KS;1
2019-008614734-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;23/02/2019;16:00:00;IGARATINGA;APREENDIDO;MOTOCICLETA;2010;HONDA/NXR150 BROS MIX ES;1
2019-008615754-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;23/02/2019;16:10:00;IGARATINGA;APREENDIDO;MOTOCICLETA;2006;HONDA/CG 150 TITAN KS;1
2019-008617690-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;23/02/2019;16:15:00;IGARATINGA;APREENDIDO;MOTOCICLETA;2011;HONDA/CG 150 FAN ESI;1
2019-008618548-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;23/02/2019;16:55:57;PARA DE MINAS;APREENDIDO;MOTOCICLETA;1997;HONDA/CG 125 TITAN;1
2019-008629431-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;23/02/2019;18:19:29;DIVINOPOLIS;FURTADO;MOTOCICLETA;1999;HONDA/CG 125 TITAN;1
2019-008638668-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T00009;CONSUMADO;23/02/2019;19:31:14;LAGOA DA PRATA;APREENDIDO;AUTOMOVEL;;VW/GOL 1.0;1
2019-008639060-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;E08042;CONSUMADO;23/02/2019;19:33:50;ITAUNA;APREENDIDO;AUTOMOVEL;2001;VW/SAVEIRO SUMMER 1.8;1
2019-008641752-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01180;CONSUMADO;23/02/2019;19:19:41;DIVINOPOLIS;RECUPERADO;MOTOCICLETA;2006;HONDA/CG 150 TITAN KS;1
2019-008642064-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;23/02/2019;19:51:50;BOM DESPACHO;APREENDIDO;AUTOMOVEL;1996;FIAT/UNO MILLE EP;1
2019-008643279-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;23/02/2019;20:01:41;DIVINOPOLIS;FURTADO;AUTOMOVEL;2005;CITROEN/XSARA PICASSOEXS;1
2019-008647972-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;C01155;CONSUMADO;23/02/2019;20:32:47;DIVINOPOLIS;FURTADO;AUTOMOVEL;2011;FIAT/UNO VIVACE 1.0;1
2019-008648754-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;23/02/2019;19:14:44;DIVINOPOLIS;FURTADO;AUTOMOVEL;2006;HONDA/CG 150 TITAN KS;1
2019-008650478-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;T10306;CONSUMADO;23/02/2019;19:49:21;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;2010;HONDA/CIVIC LXS FLEX;1
2019-008651040-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10306;CONSUMADO;23/02/2019;19:09:29;PARA DE MINAS;APREENDIDO;AUTOMOVEL;2005;FORD/FIESTA;1
2019-008655559-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;23/02/2019;19:20:00;POMPEU;APREENDIDO;MOTOCICLETA;2013;HONDA/CG 150 TITAN ESD;1
2019-008656553-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;I99000;CONSUMADO;23/02/2019;21:34:52;ARCOS;APREENDIDO;AUTOMOVEL;1984;VW/PARATI;1
2019-008656603-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T01311;CONSUMADO;23/02/2019;21:43:24;ARCOS;APREENDIDO;MOTOCICLETA;;NAO INFORMADO;1
2019-008656710-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;23/02/2019;20:25:00;LUZ;APREENDIDO;MOTOCICLETA;2008;HONDA/CG 125 FAN;1
2019-008656932-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;E08042;CONSUMADO;23/02/2019;21:30:25;ITAUNA;APREENDIDO;AUTOMOVEL;1988;VW/QUANTUM GLS;1
2019-008657229-001;POLICIA MILITAR;2 GP/3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;A16000;CONSUMADO;23/02/2019;21:55:20;CONCEICAO DO PARA;RECUPERADO;MOTOCICLETA;2014;HONDA/CG 125 FAN KS;1
2019-008658487-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;23/02/2019;22:05:01;ITAUNA;APREENDIDO;MOTOCICLETA;2008;HONDA/NX-4 FALCON;1
2019-008660473-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;23/02/2019;22:00:00;BAMBUI;APREENDIDO;AUTOMOVEL;1988;GM/CHEVETTE SL;1
2019-008661690-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;T10306;CONSUMADO;23/02/2019;22:23:11;BOM DESPACHO;APREENDIDO;AUTOMOVEL;2011;FIAT/PALIO ATTRACTIV 1.4;1
2019-008663239-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;T00008;CONSUMADO;23/02/2019;22:25:42;NOVA SERRANA;APREENDIDO;AUTOMOVEL;;I/PEUGEOT 307 HBFELINE A;1
2019-008664205-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;C01157;CONSUMADO;23/02/2019;22:20:00;DIVINOPOLIS;ROUBADO;CAMINHONETE;2005;GM/S10 EXECUTIVE 2.8 4X4;1
2019-008668298-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;T10306;CONSUMADO;23/02/2019;21:51:28;DIVINOPOLIS;APREENDIDO;CAMINHONETE;1993;FIAT/FIORINO PICK UP;1
2019-008670111-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;T00009;CONSUMADO;23/02/2019;23:32:23;PERDIGAO;APREENDIDO;AUTOMOVEL;;VW/GOL 1.0 GIV;1
2019-008671915-001;POLICIA MILITAR;60 BPM/7 RPM;68 CIA TM/60 BPM/7 RPM;T10161;CONSUMADO;23/02/2019;23:24:23;NOVA SERRANA;APREENDIDO;MOTOCICLETA;2011;HONDA/XRE 300;1
2019-008673300-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;23/02/2019;23:59:20;ITAUNA;APREENDIDO;AUTOMOVEL;1998;FORD/FIESTA;1
2019-008674661-001;POLICIA MILITAR;INVÁLIDO;142 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;23/02/2019;22:30:00;SAO GONCALO DO PARA;APREENDIDO;MOTOCICLETA;2008;SUNDOWN/HUNTER 100;1
2019-008677590-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;24/02/2019;00:17:21;DIVINOPOLIS;FURTADO;AUTOMOVEL;1993;FIAT/ELBA WEEKEND IE;1
2019-008677769-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;24/02/2019;00:09:29;DIVINOPOLIS;FURTADO;AUTOMOVEL;1997;FIAT/PALIO EL;1
