Código Grupo Tipo Material;Descrição Longa Grupo Tipo Material;Código Tipo Material;Descrição Longa Tipo Material;Descrição Longa Unidade Medida;Valor
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2053;CARREGADOR / MUNICIADOR DE ARMA DE FOGO DE USO PERMITIDO;DUZIA;12
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2053;CARREGADOR / MUNICIADOR DE ARMA DE FOGO DE USO PERMITIDO;CENTO;100
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2053;CARREGADOR / MUNICIADOR DE ARMA DE FOGO DE USO PERMITIDO;MILHEIRO;1000
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2053;CARREGADOR / MUNICIADOR DE ARMA DE FOGO DE USO PERMITIDO;PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2054;"CARTUCHOS VAZIOS, SEMI-CARREGADOS OU CARREGADOS E CHUMBO GRANULADO, CONHECIDOS COMO """"CARTUCHOS DE CACA"""", DESTINADOS A ARMAS DE FOGO DE ALMA LISA DE CALIBRE PERMITIDO";MILIMETRO;0.001
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2054;"CARTUCHOS VAZIOS, SEMI-CARREGADOS OU CARREGADOS E CHUMBO GRANULADO, CONHECIDOS COMO """"CARTUCHOS DE CACA"""", DESTINADOS A ARMAS DE FOGO DE ALMA LISA DE CALIBRE PERMITIDO";CENTIMETRO;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2054;"CARTUCHOS VAZIOS, SEMI-CARREGADOS OU CARREGADOS E CHUMBO GRANULADO, CONHECIDOS COMO """"CARTUCHOS DE CACA"""", DESTINADOS A ARMAS DE FOGO DE ALMA LISA DE CALIBRE PERMITIDO";ARE;1000
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2054;"CARTUCHOS VAZIOS, SEMI-CARREGADOS OU CARREGADOS E CHUMBO GRANULADO, CONHECIDOS COMO """"CARTUCHOS DE CACA"""", DESTINADOS A ARMAS DE FOGO DE ALMA LISA DE CALIBRE PERMITIDO";QUILATE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2054;"CARTUCHOS VAZIOS, SEMI-CARREGADOS OU CARREGADOS E CHUMBO GRANULADO, CONHECIDOS COMO """"CARTUCHOS DE CACA"""", DESTINADOS A ARMAS DE FOGO DE ALMA LISA DE CALIBRE PERMITIDO";GRAMA;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2054;"CARTUCHOS VAZIOS, SEMI-CARREGADOS OU CARREGADOS E CHUMBO GRANULADO, CONHECIDOS COMO """"CARTUCHOS DE CACA"""", DESTINADOS A ARMAS DE FOGO DE ALMA LISA DE CALIBRE PERMITIDO";ARROBA;15000
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2054;"CARTUCHOS VAZIOS, SEMI-CARREGADOS OU CARREGADOS E CHUMBO GRANULADO, CONHECIDOS COMO """"CARTUCHOS DE CACA"""", DESTINADOS A ARMAS DE FOGO DE ALMA LISA DE CALIBRE PERMITIDO";UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2054;"CARTUCHOS VAZIOS, SEMI-CARREGADOS OU CARREGADOS E CHUMBO GRANULADO, CONHECIDOS COMO """"CARTUCHOS DE CACA"""", DESTINADOS A ARMAS DE FOGO DE ALMA LISA DE CALIBRE PERMITIDO";DUZIA;12
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2054;"CARTUCHOS VAZIOS, SEMI-CARREGADOS OU CARREGADOS E CHUMBO GRANULADO, CONHECIDOS COMO """"CARTUCHOS DE CACA"""", DESTINADOS A ARMAS DE FOGO DE ALMA LISA DE CALIBRE PERMITIDO";CENTO;100
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2054;"CARTUCHOS VAZIOS, SEMI-CARREGADOS OU CARREGADOS E CHUMBO GRANULADO, CONHECIDOS COMO """"CARTUCHOS DE CACA"""", DESTINADOS A ARMAS DE FOGO DE ALMA LISA DE CALIBRE PERMITIDO";MILHEIRO;1000
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2054;"CARTUCHOS VAZIOS, SEMI-CARREGADOS OU CARREGADOS E CHUMBO GRANULADO, CONHECIDOS COMO """"CARTUCHOS DE CACA"""", DESTINADOS A ARMAS DE FOGO DE ALMA LISA DE CALIBRE PERMITIDO";PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2055;CARTUCHO INTACTO (MUNICAO) DE ARMA DE FOGO DE USO PERMITIDO;QUILATE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2055;CARTUCHO INTACTO (MUNICAO) DE ARMA DE FOGO DE USO PERMITIDO;GRAMA;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2055;CARTUCHO INTACTO (MUNICAO) DE ARMA DE FOGO DE USO PERMITIDO;ARROBA;15000
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2055;CARTUCHO INTACTO (MUNICAO) DE ARMA DE FOGO DE USO PERMITIDO;UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2055;CARTUCHO INTACTO (MUNICAO) DE ARMA DE FOGO DE USO PERMITIDO;DUZIA;12
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2055;CARTUCHO INTACTO (MUNICAO) DE ARMA DE FOGO DE USO PERMITIDO;CENTO;100
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2055;CARTUCHO INTACTO (MUNICAO) DE ARMA DE FOGO DE USO PERMITIDO;MILHEIRO;1000
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2055;CARTUCHO INTACTO (MUNICAO) DE ARMA DE FOGO DE USO PERMITIDO;PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2056;COLETES CONTRA ARMAS DE FOGO DE USO PERMITIDO;UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2056;COLETES CONTRA ARMAS DE FOGO DE USO PERMITIDO;DUZIA;12
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2056;COLETES CONTRA ARMAS DE FOGO DE USO PERMITIDO;PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2057;DISPOSITIVOS OTICOS DE PONTARIA COM AUMENTO MENOR QUE SEIS VEZES E DIAMETRO DA OBJETIVA MENOR QUE TRINTA E SEIS MILIMETROS (PERMITIDO);UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2057;DISPOSITIVOS OTICOS DE PONTARIA COM AUMENTO MENOR QUE SEIS VEZES E DIAMETRO DA OBJETIVA MENOR QUE TRINTA E SEIS MILIMETROS (PERMITIDO);PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2058;ESCUDOS CONTRA ARMAS DE FOGO DE PORTE DE USO PERMITIDO;PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2059;FOGO DE ARTIFICIO;QUILOGRAMA;1000
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2059;FOGO DE ARTIFICIO;UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2059;FOGO DE ARTIFICIO;DUZIA;12
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2059;FOGO DE ARTIFICIO;PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2060;OUTRAS BLINDAGENS BALISTICAS PARA MUNICAO DE USO PERMITIDO;UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2060;OUTRAS BLINDAGENS BALISTICAS PARA MUNICAO DE USO PERMITIDO;PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2061;CARTUCHO VAZIO DE MUNICAO DE USO RESTRITO;GRAMA;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2061;CARTUCHO VAZIO DE MUNICAO DE USO RESTRITO;UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2061;CARTUCHO VAZIO DE MUNICAO DE USO RESTRITO;DUZIA;12
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2061;CARTUCHO VAZIO DE MUNICAO DE USO RESTRITO;PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2080;MUNICAO - DEMAIS SUBSTANCIAS, PRODUTOS SUJEITOS AO CONTROLE DO R-105;LITRO;1000
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2080;MUNICAO - DEMAIS SUBSTANCIAS, PRODUTOS SUJEITOS AO CONTROLE DO R-105;GRAMA;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2080;MUNICAO - DEMAIS SUBSTANCIAS, PRODUTOS SUJEITOS AO CONTROLE DO R-105;QUILOGRAMA;1000
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2080;MUNICAO - DEMAIS SUBSTANCIAS, PRODUTOS SUJEITOS AO CONTROLE DO R-105;UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2080;MUNICAO - DEMAIS SUBSTANCIAS, PRODUTOS SUJEITOS AO CONTROLE DO R-105;DUZIA;12
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2080;MUNICAO - DEMAIS SUBSTANCIAS, PRODUTOS SUJEITOS AO CONTROLE DO R-105;CENTO;100
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2080;MUNICAO - DEMAIS SUBSTANCIAS, PRODUTOS SUJEITOS AO CONTROLE DO R-105;PREENCHIMENTO OPCIONAL;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2099;OUTROS  - EXPLOSIVOS / MUNICOES / TIRO ESPORTIVO;CENTIMETRO;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2099;OUTROS  - EXPLOSIVOS / MUNICOES / TIRO ESPORTIVO;METRO;100
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2099;OUTROS  - EXPLOSIVOS / MUNICOES / TIRO ESPORTIVO;ESTEREO;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2099;OUTROS  - EXPLOSIVOS / MUNICOES / TIRO ESPORTIVO;GRAMA;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2099;OUTROS  - EXPLOSIVOS / MUNICOES / TIRO ESPORTIVO;QUILOGRAMA;1000
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2099;OUTROS  - EXPLOSIVOS / MUNICOES / TIRO ESPORTIVO;ARROBA;15000
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2099;OUTROS  - EXPLOSIVOS / MUNICOES / TIRO ESPORTIVO;UNIDADE;1
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2099;OUTROS  - EXPLOSIVOS / MUNICOES / TIRO ESPORTIVO;DUZIA;12
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2099;OUTROS  - EXPLOSIVOS / MUNICOES / TIRO ESPORTIVO;CENTO;100
2000;MUNICAO, ACESSORIOS, EQUIPAMENTO, EXPLOSIVO (PRODUTOS CONTROLADOS ¿ R 105);2099;OUTROS  - EXPLOSIVOS / MUNICOES / TIRO ESPORTIVO;PREENCHIMENTO OPCIONAL;1
2100;FERRAMENTAS EM GERAL;2199;OUTROS - FERRAMENTAS EM GERAL;CENTIMETRO;1
2100;FERRAMENTAS EM GERAL;2199;OUTROS - FERRAMENTAS EM GERAL;METRO;100
2100;FERRAMENTAS EM GERAL;2199;OUTROS - FERRAMENTAS EM GERAL;METRO QUADRADO;1
2100;FERRAMENTAS EM GERAL;2199;OUTROS - FERRAMENTAS EM GERAL;ARE;1000
2100;FERRAMENTAS EM GERAL;2199;OUTROS - FERRAMENTAS EM GERAL;METRO CUBICO;3000
2100;FERRAMENTAS EM GERAL;2199;OUTROS - FERRAMENTAS EM GERAL;LITRO;1000
2100;FERRAMENTAS EM GERAL;2199;OUTROS - FERRAMENTAS EM GERAL;MILIGRAMA;0.001
2100;FERRAMENTAS EM GERAL;2199;OUTROS - FERRAMENTAS EM GERAL;GRAMA;1
2100;FERRAMENTAS EM GERAL;2199;OUTROS - FERRAMENTAS EM GERAL;QUILOGRAMA;1000
2100;FERRAMENTAS EM GERAL;2199;OUTROS - FERRAMENTAS EM GERAL;TONELADA;100000
2100;FERRAMENTAS EM GERAL;2199;OUTROS - FERRAMENTAS EM GERAL;UNIDADE;1
2100;FERRAMENTAS EM GERAL;2199;OUTROS - FERRAMENTAS EM GERAL;DUZIA;12
2100;FERRAMENTAS EM GERAL;2199;OUTROS - FERRAMENTAS EM GERAL;CENTO;100
2100;FERRAMENTAS EM GERAL;2199;OUTROS - FERRAMENTAS EM GERAL;MILHEIRO;1000
2100;FERRAMENTAS EM GERAL;2199;OUTROS - FERRAMENTAS EM GERAL;PREENCHIMENTO OPCIONAL;1
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2201;ARMA BRANCA DE FABRICAÇÃO ARTESANAL;CENTIMETRO;1
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2201;ARMA BRANCA DE FABRICAÇÃO ARTESANAL;UNIDADE;1
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2201;ARMA BRANCA DE FABRICAÇÃO ARTESANAL;PREENCHIMENTO OPCIONAL;1
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2202;BARRA DE FERRO DE PONTA AFIADA - VULGO CHUCHO;CENTIMETRO;1
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2202;BARRA DE FERRO DE PONTA AFIADA - VULGO CHUCHO;UNIDADE;1
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2202;BARRA DE FERRO DE PONTA AFIADA - VULGO CHUCHO;DUZIA;12
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2202;BARRA DE FERRO DE PONTA AFIADA - VULGO CHUCHO;PREENCHIMENTO OPCIONAL;1
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2299;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;MILIMETRO;0.001
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2299;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;CENTIMETRO;1
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2299;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;METRO;100
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2299;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;QUILOMETRO;1000
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2299;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;METRO QUADRADO;1
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2299;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;ARE;1000
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2299;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;HECTARE;10000
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2299;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;LITRO;1000
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2299;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;QUILATE;1
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2299;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;MILIGRAMA;0.001
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2299;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;GRAMA;1
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2299;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;QUILOGRAMA;1000
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2299;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;TONELADA;100000
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2299;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;UNIDADE;1
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2299;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;DUZIA;12
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2299;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;CENTO;100
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2299;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;MILHEIRO;1000
2200;INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;2299;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;PREENCHIMENTO OPCIONAL;1
2300;MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;2399;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;MILIMETRO;0.001
2300;MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;2399;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;CENTIMETRO;1
2300;MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;2399;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;METRO;100
2300;MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;2399;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;METRO QUADRADO;1
2300;MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;2399;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;HECTARE;10000
2300;MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;2399;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;METRO CUBICO;3000
2300;MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;2399;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;LITRO;1000
2300;MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;2399;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;ESTEREO;1
2300;MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;2399;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;METRO CARVAO;3000
2300;MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;2399;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;QUILATE;1
2300;MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;2399;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;GRAMA;1
2300;MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;2399;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;QUILOGRAMA;1000
2300;MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;2399;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;TONELADA;100000
2300;MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;2399;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;UNIDADE;1
2300;MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;2399;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;DUZIA;12
2300;MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;2399;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;CENTO;100
2300;MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;2399;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;MILHEIRO;1000
2300;MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;2399;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;PREENCHIMENTO OPCIONAL;1
2400;OUTROS - MOBILIARIOS EM GERAL;2499;MOBILIARIOS EM GERAL;CENTIMETRO;1
2400;OUTROS - MOBILIARIOS EM GERAL;2499;MOBILIARIOS EM GERAL;METRO;100
2400;OUTROS - MOBILIARIOS EM GERAL;2499;MOBILIARIOS EM GERAL;MILIGRAMA;0.001
2400;OUTROS - MOBILIARIOS EM GERAL;2499;MOBILIARIOS EM GERAL;UNIDADE;1
2400;OUTROS - MOBILIARIOS EM GERAL;2499;MOBILIARIOS EM GERAL;DUZIA;12
2400;OUTROS - MOBILIARIOS EM GERAL;2499;MOBILIARIOS EM GERAL;MILHEIRO;1000
2400;OUTROS - MOBILIARIOS EM GERAL;2499;MOBILIARIOS EM GERAL;PREENCHIMENTO OPCIONAL;1
2500;OBJETO DE ARTE / ANTIQUARIO;2599;OUTROS - OBJETO DE ARTE / ANTIQUARIO;QUILOGRAMA;1000
2500;OBJETO DE ARTE / ANTIQUARIO;2599;OUTROS - OBJETO DE ARTE / ANTIQUARIO;UNIDADE;1
2500;OBJETO DE ARTE / ANTIQUARIO;2599;OUTROS - OBJETO DE ARTE / ANTIQUARIO;DUZIA;12
2500;OBJETO DE ARTE / ANTIQUARIO;2599;OUTROS - OBJETO DE ARTE / ANTIQUARIO;CENTO;100
2500;OBJETO DE ARTE / ANTIQUARIO;2599;OUTROS - OBJETO DE ARTE / ANTIQUARIO;PREENCHIMENTO OPCIONAL;1
2600;OBJETOS / ACESSORIOS PESSOAIS;2601;BOLSA / MOCHILA;MILIMETRO;0.001
2600;OBJETOS / ACESSORIOS PESSOAIS;2601;BOLSA / MOCHILA;CENTIMETRO;1
2600;OBJETOS / ACESSORIOS PESSOAIS;2601;BOLSA / MOCHILA;METRO;100
2600;OBJETOS / ACESSORIOS PESSOAIS;2601;BOLSA / MOCHILA;QUILOMETRO;1000
2600;OBJETOS / ACESSORIOS PESSOAIS;2601;BOLSA / MOCHILA;METRO QUADRADO;1
2600;OBJETOS / ACESSORIOS PESSOAIS;2601;BOLSA / MOCHILA;QUILOMETRO QUADRADO;1000
2600;OBJETOS / ACESSORIOS PESSOAIS;2601;BOLSA / MOCHILA;LITRO;1000
2600;OBJETOS / ACESSORIOS PESSOAIS;2601;BOLSA / MOCHILA;QUILATE;1
2600;OBJETOS / ACESSORIOS PESSOAIS;2601;BOLSA / MOCHILA;MILIGRAMA;0.001
2600;OBJETOS / ACESSORIOS PESSOAIS;2601;BOLSA / MOCHILA;GRAMA;1
2600;OBJETOS / ACESSORIOS PESSOAIS;2601;BOLSA / MOCHILA;QUILOGRAMA;1000
2600;OBJETOS / ACESSORIOS PESSOAIS;2601;BOLSA / MOCHILA;TONELADA;100000
2600;OBJETOS / ACESSORIOS PESSOAIS;2601;BOLSA / MOCHILA;UNIDADE;1
2600;OBJETOS / ACESSORIOS PESSOAIS;2601;BOLSA / MOCHILA;DUZIA;12
2600;OBJETOS / ACESSORIOS PESSOAIS;2601;BOLSA / MOCHILA;CENTO;100
2600;OBJETOS / ACESSORIOS PESSOAIS;2601;BOLSA / MOCHILA;MILHEIRO;1000
2600;OBJETOS / ACESSORIOS PESSOAIS;2601;BOLSA / MOCHILA;PREENCHIMENTO OPCIONAL;1
2600;OBJETOS / ACESSORIOS PESSOAIS;2602;BONE;CENTIMETRO;1
