Número REDS,Data Fato
2018-030634233-001,7/3/2018
2018-036536816-001,8/17/2018
2019-004856949-001,1/31/2019
2018-005425610-001,2/6/2018
2018-025142552-001,6/7/2018
2018-049933166-001,11/8/2018
2019-018835900-001,4/23/2019
2019-024278150-001,5/24/2019
2018-004620234-001,1/31/2018
2018-014598087-001,4/2/2018
2018-056124420-001,12/17/2018
2019-015169165-001,4/2/2019
2018-044416602-001,10/4/2018
2019-020160649-001,4/30/2019
2018-000317940-001,1/3/2018
2018-007648127-001,2/19/2018
2018-045426254-001,10/11/2018
2018-023690560-001,5/29/2018
2018-036156341-001,8/15/2018
2018-007610350-001,2/18/2018
2019-011962230-001,3/14/2019
2019-023906189-001,5/22/2019
2018-015217375-001,4/5/2018
2018-006426703-001,2/12/2018
2018-043279204-001,9/26/2018
2018-043240720-001,9/27/2018
2018-016799715-001,4/16/2018
2019-022434278-001,5/13/2019
2018-025830929-001,6/11/2018
2018-000589380-001,1/5/2018
2019-010207410-001,3/4/2019
2018-013676242-001,3/27/2018
2019-020871879-001,5/5/2019
2018-041137269-001,9/14/2018
2018-051566117-001,11/19/2018
2018-040298343-001,9/9/2018
2019-002098117-001,1/14/2019
2018-047714539-001,10/25/2018
2018-005427271-001,2/6/2018
2018-024707491-001,6/5/2018
2018-045145420-001,10/6/2018
2018-028172460-001,6/26/2018
2019-008610043-001,2/23/2019
2018-021028343-001,5/12/2018
2019-007440171-001,2/16/2019
2019-021896791-001,5/10/2019
2018-047265855-001,10/22/2018
2018-047180502-001,10/22/2018
2019-010615494-001,3/7/2019
2019-010615494-002,3/7/2019
2018-049424828-001,11/5/2018
2019-004923685-001,2/1/2019
2019-006019750-001,2/8/2019
2018-044298747-001,10/4/2018
2018-027883350-001,4/27/2018
2018-040129421-001,9/8/2018
2018-054396692-001,12/6/2018
2019-005297355-001,2/3/2019
2018-026773769-001,6/18/2018
2018-004725497-001,2/1/2018
2019-003211375-001,1/21/2019
2018-001225060-001,1/9/2018
2018-021275155-001,5/10/2018
2019-001361619-001,1/10/2019
2018-009611359-001,3/3/2018
2018-013747810-001,3/27/2018
2018-040886817-001,9/12/2018
2019-002546244-001,1/17/2019
2018-051325083-001,11/17/2018
2018-051253645-001,11/16/2018
2018-057510683-001,12/27/2018
2018-049127008-001,11/3/2018
2018-054617391-001,12/8/2018
2019-011647415-001,3/13/2019
2019-007767383-001,2/18/2019
2018-044802200-001,10/7/2018
2018-022220635-001,5/19/2018
2018-011516120-001,3/14/2018
2019-005005144-001,2/1/2019
2019-015549549-001,4/4/2019
2019-026908569-001,6/7/2019
2018-042144004-001,9/20/2018
2018-004038710-001,1/28/2018
2018-014236963-001,3/30/2018
2018-020061060-001,5/6/2018
2018-005405059-001,2/6/2018
2018-048116277-001,10/27/2018
2018-001512099-001,1/11/2018
2018-034751420-001,8/6/2018
2018-017462900-001,4/19/2018
2018-032228382-001,7/21/2018
2018-032106029-001,7/21/2018
2019-008852400-001,2/24/2019
2019-009338744-001,2/27/2019
2018-020482388-001,5/9/2018
2018-000486483-001,1/4/2018
2018-052376790-001,11/24/2018
2018-019925598-001,5/5/2018
2018-007720875-001,2/20/2018
2018-016557530-001,4/14/2018
2018-000641782-001,1/4/2018
2019-001925639-001,1/13/2019
2018-027878270-001,6/25/2018
2018-027246367-001,6/21/2018
2018-020273027-001,5/8/2018
2019-024292953-001,5/24/2019
2019-023548093-001,5/20/2019
2018-023408879-001,5/27/2018
2018-034123425-001,8/2/2018
2019-024168328-001,5/23/2019
2019-022880833-001,5/16/2019
2019-017537207-001,4/15/2019
2019-003472860-001,1/23/2019
2018-016958884-001,4/16/2018
2019-000750162-001,1/6/2019
2018-052996263-001,11/28/2018
2018-011166002-001,3/11/2018
2018-050004997-001,11/8/2018
2018-008572519-001,2/25/2018
2019-022836714-001,5/16/2019
2019-004734877-001,1/31/2019
2018-051427414-001,11/18/2018
2018-054288072-001,12/6/2018
2019-000637847-001,1/5/2019
2019-024251762-001,5/24/2019
2018-007026486-001,2/15/2018
2018-026383819-001,6/15/2018
2018-049725091-001,11/7/2018
2019-027714140-001,6/12/2019
2018-053000449-001,11/28/2018
2019-004470044-001,1/28/2019
2019-009535076-001,2/28/2019
2018-042933585-001,9/25/2018
2018-005232347-001,2/5/2018
2018-002829550-001,1/20/2018
2019-006920200-001,2/13/2019
2019-007071359-001,2/14/2019
2019-001087646-001,1/8/2019
2018-034083657-001,8/2/2018
2018-007861577-001,2/21/2018
2018-042403430-001,9/22/2018
2019-015759010-001,4/5/2019
2018-000617730-001,1/5/2018
2018-043092778-001,9/26/2018
2018-033922950-001,8/1/2018
2018-048710789-001,10/31/2018
2018-018824771-001,4/28/2018
2018-036059195-001,8/14/2018
2018-025464458-001,6/9/2018
2018-047364017-001,10/23/2018
2019-012505127-001,3/18/2019
2018-053389442-001,11/30/2018
2018-004659965-001,2/1/2018
2018-017887335-002,4/23/2018
2019-022899792-001,5/16/2019
2019-023223285-001,5/18/2019
2018-024103100-001,6/1/2018
2018-030094595-001,7/9/2018
2018-051808260-001,10/24/2018
2018-051517807-002,11/18/2018
2018-035537209-001,8/11/2018
2018-002969050-001,1/21/2018
2019-014464860-001,3/29/2019
2019-008484322-001,2/22/2019
2018-005285482-001,2/5/2018
2019-025671569-001,6/1/2019
2018-004011367-001,1/28/2018
2018-014324768-001,3/31/2018
2018-013482394-001,3/26/2018
2018-002597324-001,1/18/2018
2018-031720114-001,7/18/2018
2018-004975850-001,2/3/2018
2019-015899112-001,4/6/2019
2018-051324981-001,11/17/2018
2019-003256969-001,1/22/2019
2018-025645075-001,5/14/2018
2018-024089433-001,6/1/2018
2019-020239299-001,5/1/2019
2019-020239299-002,5/1/2019
2018-053764996-001,11/29/2018
2018-023209331-001,5/25/2018
2018-057334887-001,12/26/2018
2018-029662329-001,7/6/2018
2019-024241531-001,5/24/2019
2019-003950784-001,1/26/2019
2018-047403780-001,10/23/2018
2018-001082916-001,1/8/2018
2018-020565296-001,5/9/2018
2018-022109901-001,5/18/2018
2018-025189991-001,6/8/2018
2019-022117297-001,5/12/2019
2018-005310419-001,2/5/2018
2019-023024469-001,5/6/2019
2018-019971935-001,5/6/2018
2019-026915911-001,6/7/2019
2018-041146257-001,9/14/2018
2018-021497120-001,5/15/2018
2019-007396715-001,2/16/2019
2018-045445339-001,10/11/2018
2018-026459816-001,6/16/2018
2019-027252170-001,6/10/2019
2018-023122516-001,5/25/2018
2018-020458664-001,5/9/2018
2018-046859166-001,10/20/2018
2018-000734880-001,1/6/2018
2018-041532008-001,9/17/2018
2018-049289833-001,11/4/2018
2019-013315534-001,3/22/2019
2018-035146380-001,8/9/2018
2018-031529742-001,7/15/2018
2018-005412518-001,2/6/2018
2018-010245742-001,3/7/2018
2018-028374903-001,6/28/2018
2018-029144052-001,7/3/2018
2018-029144052-002,7/3/2018
2018-038189060-001,8/27/2018
2018-057821563-001,12/29/2018
2018-057376888-001,12/26/2018
2019-007120823-001,2/14/2019
2018-051186166-001,11/16/2018
2019-027050676-001,6/8/2019
2019-025967557-001,6/3/2019
2018-013918339-001,3/28/2018
2018-023573134-001,5/28/2018
2019-003089377-001,1/19/2019
2018-048314060-001,10/29/2018
2018-034709746-001,8/6/2018
2019-003299400-001,1/22/2019
2018-008245965-001,2/23/2018
2018-009279521-001,3/1/2018
2019-003247983-001,1/22/2019
2018-050768767-001,11/13/2018
2018-035125055-001,8/8/2018
2019-008375535-001,2/22/2019
2018-051614013-001,11/19/2018
2018-037499657-001,8/23/2018
2018-038838520-001,8/31/2018
2019-023642521-001,5/20/2019
2018-040940030-001,9/12/2018
2018-017678920-001,4/21/2018
2018-016651699-001,4/14/2018
2018-035616905-001,8/11/2018
2019-018359502-001,4/20/2019
2018-046296441-001,10/16/2018
2018-051415491-001,11/18/2018
2018-041309396-001,9/15/2018
2018-044729353-001,10/6/2018
2019-012284521-001,3/16/2019
2018-041451666-001,9/16/2018
2019-017844000-001,4/17/2019
2018-001072503-001,1/8/2018
2018-001024743-001,1/8/2018
2018-047897203-001,10/26/2018
2018-048114958-001,10/27/2018
2018-055309287-001,12/12/2018
2018-044010205-001,10/2/2018
2019-009884485-001,3/2/2019
2018-022373658-001,5/20/2018
2019-000964563-001,1/7/2019
2018-041091086-001,9/14/2018
2019-022003607-001,5/11/2019
2018-022381312-001,5/20/2018
2018-029220805-001,7/3/2018
2019-023309429-001,5/18/2019
2018-027929139-001,6/25/2018
2018-001743744-001,1/12/2018
2018-045602938-001,10/12/2018
2018-015166538-001,4/5/2018
2018-015534735-001,4/8/2018
2018-019778360-001,5/4/2018
2018-050893635-001,11/14/2018
2018-047891275-001,10/26/2018
2019-001645210-001,1/11/2019
2018-037673742-001,8/24/2018
2018-054225925-001,12/5/2018
2018-010585401-001,3/8/2018
2018-047213599-001,10/22/2018
2019-026353160-001,6/5/2019
2018-007288989-001,2/17/2018
2019-014478246-001,3/29/2019
2018-058097117-001,12/31/2018
2019-011985129-001,3/14/2019
2018-046821962-001,10/8/2018
2018-018896753-001,4/29/2018
2019-016456736-001,4/9/2019
2018-034377163-001,8/3/2018
2018-037715927-001,8/15/2018
2018-020658745-001,5/10/2018
2018-044587718-001,10/5/2018
2018-050570211-001,11/12/2018
2019-004343268-001,1/28/2019
2018-009270427-001,2/28/2018
2018-010829904-001,3/10/2018
2018-033039634-001,7/27/2018
2018-054197497-001,12/5/2018
2019-005601551-001,2/5/2019
2019-022288227-001,5/12/2019
2018-043816130-001,10/1/2018
2018-028956590-001,7/1/2018
2018-003408829-001,1/24/2018
2018-010205242-001,3/6/2018
2019-000933471-001,1/7/2019
2018-004412627-001,1/30/2018
2018-013203938-001,3/24/2018
2019-017499243-001,4/15/2019
2019-021225199-001,5/7/2019
2018-041276403-001,9/15/2018
2019-012941640-001,3/20/2019
2018-013511699-001,3/7/2018
2018-044679185-001,10/6/2018
2018-047934257-001,10/26/2018
2018-007903303-001,2/21/2018
2018-045418743-001,10/10/2018
2019-010807540-001,3/8/2019
2018-004844511-001,2/2/2018
2018-018069762-001,4/24/2018
2019-022320265-001,5/13/2019
2018-001144440-001,1/9/2018
2018-005980309-001,2/5/2018
2018-014154580-001,3/30/2018
2018-054153757-001,12/5/2018
2019-001212046-001,1/5/2019
2018-034728978-001,8/3/2018
2018-001557009-001,1/11/2018
2018-032062722-001,7/20/2018
2018-037925414-001,8/25/2018
2018-020891603-001,5/11/2018
2019-000935377-001,1/5/2019
2018-033859861-001,7/28/2018
2019-012366710-001,3/16/2019
2018-001173520-001,1/9/2018
2019-027726251-001,4/10/2019
2018-046415396-001,7/4/2018
2019-012065169-001,3/15/2019
2019-026669801-001,6/6/2019
2018-050822883-001,11/14/2018
2019-021727660-001,5/9/2019
2018-007366684-001,2/18/2018
2018-026621004-001,6/16/2018
2019-017327917-001,4/14/2019
2018-002704337-001,1/19/2018
2018-009872478-001,3/5/2018
2019-004371707-001,1/29/2019
2019-008593098-001,2/23/2019
2018-031333211-001,7/16/2018
2019-001046141-001,1/8/2019
2019-004058711-001,1/26/2019
2018-025423919-001,6/9/2018
2019-004482456-001,1/27/2019
2018-045111861-001,10/8/2018
2018-016964459-001,4/16/2018
2018-045119830-001,10/9/2018
2018-011766461-001,3/15/2018
2018-007388446-001,2/18/2018
2018-014371614-001,3/31/2018
2019-018519202-001,4/21/2019
2018-007402730-001,2/18/2018
2018-022057327-001,5/15/2018
2018-044193735-001,10/3/2018
2018-051024889-001,11/15/2018
2018-057526604-001,12/26/2018
2019-021303195-001,5/7/2019
2019-015316546-001,4/3/2019
2018-042600818-001,9/23/2018
2018-016722258-001,4/15/2018
2018-041746935-001,9/18/2018
2018-009738555-001,3/4/2018
2019-010471966-001,3/6/2019
2018-011899680-001,3/16/2018
2018-026935875-001,6/16/2018
2019-013661610-001,3/24/2019
2018-019485413-001,5/2/2018
2018-026833735-001,6/15/2018
2018-026708190-001,6/17/2018
2018-000050876-001,1/1/2018
2018-007472991-001,2/18/2018
2018-008085494-001,2/21/2018
2018-025809503-001,6/12/2018
2018-041141492-001,9/14/2018
2019-010631008-001,3/7/2019
2018-030632810-001,7/11/2018
2018-046505579-001,10/17/2018
2018-003037762-001,1/21/2018
2018-046018312-001,10/14/2018
2019-022611718-001,5/14/2019
2018-054779502-001,12/9/2018
2018-003921090-001,1/27/2018
2018-007303816-001,2/17/2018
2018-013407939-001,3/25/2018
2018-021309991-001,5/11/2018
2018-051283510-001,11/17/2018
2019-022615891-001,5/14/2019
2018-055306424-001,12/12/2018
2019-019262880-001,4/23/2019
2019-027145169-001,6/9/2019
2019-027390441-001,6/9/2019
2019-023658800-001,5/21/2019
2018-016820700-001,4/13/2018
2018-003232095-001,1/23/2018
2018-029408740-001,7/4/2018
2019-007209610-001,2/15/2019
2018-000916355-001,1/7/2018
2018-003981443-001,1/27/2018
2018-012679277-001,3/21/2018
2018-017819442-001,4/22/2018
2018-018187156-001,4/24/2018
2018-025584680-001,6/10/2018
2018-029592190-001,6/17/2018
2018-032885195-001,7/25/2018
2018-040695620-001,9/11/2018
2019-007628769-001,2/18/2019
2019-008368299-001,2/22/2019
2019-015902660-001,4/6/2019
2018-004020656-001,1/28/2018
2019-013204133-001,3/21/2019
2018-003622552-001,1/25/2018
2019-010464412-001,3/6/2019
2018-027255944-001,6/21/2018
2019-000770856-001,1/6/2019
2019-003993450-001,1/26/2019
2019-021521371-001,5/8/2019
2019-024131975-001,5/22/2019
2018-034615368-001,8/6/2018
2019-022867925-001,5/15/2019
2019-022867756-001,5/16/2019
2018-041813383-001,9/18/2018
2018-044644734-001,10/6/2018
2018-057832338-001,12/29/2018
2018-048185515-001,10/28/2018
2019-022954032-001,5/13/2019
2018-046960427-001,10/20/2018
2018-002845669-001,1/20/2018
2019-022835579-001,5/16/2019
2019-011954955-001,3/14/2019
2018-056591747-001,12/20/2018
2019-026831463-001,6/7/2019
2018-037200996-001,8/18/2018
2019-010787403-001,3/8/2019
2018-017473624-001,4/20/2018
2018-006634994-001,2/13/2018
2019-022228540-001,5/12/2019
2018-028514292-001,6/28/2018
2019-009414284-001,2/28/2019
2019-013728933-001,3/25/2019
2018-004546041-001,1/30/2018
2018-009199069-001,2/28/2018
2018-034139995-001,8/2/2018
2018-039826053-001,9/6/2018
2019-003337811-001,1/22/2019
2019-018143968-001,4/19/2019
2018-030044137-001,7/8/2018
2018-054980960-001,12/10/2018
2019-015699436-001,4/5/2019
2018-046514870-001,10/18/2018
2018-048736630-001,10/31/2018
2019-008133691-001,2/20/2019
2018-053060034-001,11/28/2018
2019-024957500-001,5/28/2019
2019-019384453-001,4/26/2019
2018-005951298-001,2/9/2018
2018-007639113-001,2/19/2018
2018-012354311-001,3/19/2018
2019-022739191-001,5/15/2019
2018-010389946-001,3/7/2018
2018-017899628-001,4/23/2018
2018-016097583-001,4/11/2018
2018-028845734-001,6/30/2018
2018-057516769-001,12/27/2018
2019-006775420-001,2/12/2019
2019-025370000-001,5/17/2019
2019-011923443-001,3/14/2019
2018-054538610-001,12/7/2018
2019-021366555-001,5/7/2019
2018-044789068-001,10/7/2018
2018-008807904-001,2/26/2018
2019-005137791-001,2/2/2019
2018-030960516-001,7/13/2018
2019-023630633-001,5/20/2019
2019-000420784-001,1/3/2019
2018-021445766-001,5/15/2018
2018-006465648-001,2/12/2018
2018-021741494-001,5/16/2018
2019-009160585-001,2/26/2019
2018-000175891-001,1/2/2018
2018-046656577-001,10/18/2018
2018-008432066-001,2/24/2018
2018-032342809-001,7/22/2018
2018-002377060-001,1/17/2018
2018-051472685-001,11/18/2018
2019-013815601-001,3/24/2019
2019-001709921-001,1/12/2019
2019-002308593-001,1/16/2019
2018-057112709-001,12/24/2018
2019-020336852-001,5/1/2019
2018-032329800-001,7/22/2018
2018-005398397-001,2/6/2018
2018-028368480-001,6/28/2018
2019-013014177-001,3/20/2019
2018-000880256-001,1/7/2018
2018-042201529-001,9/21/2018
2018-046601367-001,10/14/2018
2018-052623613-001,11/26/2018
2018-054230852-001,12/5/2018
2018-039720940-001,9/5/2018
2019-005438256-001,2/4/2019
2018-011218120-001,3/12/2018
2018-046271870-001,10/16/2018
2019-023320052-001,5/18/2019
2018-030445046-001,7/11/2018
2018-033308281-001,7/28/2018
2018-033371429-001,7/29/2018
2018-035721973-001,8/12/2018
2018-023681964-001,5/29/2018
2018-002930288-001,1/21/2018
2018-024884641-001,6/6/2018
2019-013441030-001,3/23/2019
2018-052622991-001,11/26/2018
2018-000249138-001,1/2/2018
2019-012380924-001,3/17/2019
2018-009095340-001,2/27/2018
2019-004381981-001,1/29/2019
2018-052587282-001,11/25/2018
2019-025599243-001,5/31/2019
2019-019501537-001,4/26/2019
2018-010416364-001,3/7/2018
2019-025383761-001,5/30/2019
2018-053528855-001,12/1/2018
2018-000048849-001,1/1/2018
2018-036469534-001,8/16/2018
2019-011266353-001,3/11/2019
2018-054640697-001,12/8/2018
2019-002619458-001,1/17/2019
2018-052705830-001,11/26/2018
2019-019412437-001,4/26/2019
2018-017875660-002,4/25/2018
2019-021285596-001,5/7/2019
2019-017914082-001,4/17/2019
2018-039549598-001,9/4/2018
2018-001429256-001,1/10/2018
2018-002392751-001,1/17/2018
2018-022426271-001,5/21/2018
2018-029962644-001,7/8/2018
2019-021748273-001,5/9/2019
2019-011604253-001,3/12/2019
2018-035448271-001,8/10/2018
2018-036644784-001,8/17/2018
2018-040814170-001,9/12/2018
2018-013523940-001,3/26/2018
2018-017246209-001,4/17/2018
2018-025766183-001,6/11/2018
2018-031163178-001,7/15/2018
2018-052328071-001,11/23/2018
2019-015686201-001,4/5/2019
2018-050814181-001,11/14/2018
2018-046059964-001,10/15/2018
2019-020986503-001,5/5/2019
2019-010276743-001,3/5/2019
2018-051417083-001,11/18/2018
2018-051957820-001,11/21/2018
2019-006774046-001,2/12/2019
2018-019911159-001,5/5/2018
2018-004309614-001,1/30/2018
2019-017908828-001,4/17/2019
2018-006496783-001,2/12/2018
2018-038141426-001,8/27/2018
2019-025291445-001,5/29/2019
2018-006432090-001,2/12/2018
2018-027401469-001,6/21/2018
2018-052902554-001,11/27/2018
2018-017431307-001,4/19/2018
2018-005226640-001,2/5/2018
2018-010446659-001,3/8/2018
2018-033918940-001,8/1/2018
2019-016904340-001,4/12/2019
2018-000061380-001,1/1/2018
2019-015599819-001,4/3/2019
2019-006586258-001,2/11/2019
2019-009288156-001,2/20/2019
2018-043183836-001,9/27/2018
2018-051535207-001,11/19/2018
2018-021007179-001,5/12/2018
2019-004385228-001,1/29/2019
2018-025318242-001,6/7/2018
2018-036614593-001,8/17/2018
2019-018581076-001,4/22/2019
2019-015028316-001,4/1/2019
2018-005009612-001,2/3/2018
2019-010159934-001,3/4/2019
2018-037510674-001,8/22/2018
2019-006081294-001,2/8/2019
2018-055950266-001,12/16/2018
2019-009513665-001,2/28/2019
2019-021347483-001,5/7/2019
2019-000420756-001,1/3/2019
2019-014918637-001,4/1/2019
2018-040223825-001,9/9/2018
2019-005029460-001,2/1/2019
2018-002359071-001,1/17/2018
2018-007690300-001,2/20/2018
2018-020791256-001,5/11/2018
2018-040914017-001,9/13/2018
2018-051272600-001,11/17/2018
2019-007225051-001,2/15/2019
2019-013412000-001,3/23/2019
2018-037389893-001,8/22/2018
2019-017040932-001,4/12/2019
2018-002285149-001,1/16/2018
2018-016488101-001,4/13/2018
2018-019149029-001,4/30/2018
2018-052181866-001,11/22/2018
2018-045255084-001,10/9/2018
2019-005807382-001,2/6/2019
2019-023506430-001,5/20/2019
2019-014776428-001,3/30/2019
2019-019157207-001,4/24/2019
2018-003344315-001,1/23/2018
2018-005017935-001,2/3/2018
2019-008475782-001,2/22/2019
2019-022334228-001,5/13/2019
2018-056234920-001,12/18/2018
2018-014012883-001,3/29/2018
2019-016652100-001,4/10/2019
2018-035941109-001,8/13/2018
2018-011084340-001,3/11/2018
2019-014617919-001,3/29/2019
2018-049015167-001,11/2/2018
2018-043696417-001,9/30/2018
2018-021704847-001,5/16/2018
2019-019391351-001,4/26/2019
2018-057752646-001,12/28/2018
2018-048338514-001,10/29/2018
2018-014510560-001,4/1/2018
2018-048429717-001,10/29/2018
2018-054466467-001,12/7/2018
2018-028537992-001,6/28/2018
2019-025609868-001,5/31/2019
2018-035809514-001,8/13/2018
2018-021430090-001,5/15/2018
2018-012429208-001,3/19/2018
2019-023907939-001,5/22/2019
2018-001927365-001,1/14/2018
2019-007994426-001,2/20/2019
2019-019574645-001,4/25/2019
2018-027367278-001,6/21/2018
2018-004173127-001,1/29/2018
2018-047742837-001,10/25/2018
2018-017906390-001,4/23/2018
2018-001380840-001,1/10/2018
2019-024584395-001,5/26/2019
2018-036741705-001,8/18/2018
2018-000792843-001,1/6/2018
2019-000810730-001,1/6/2019
2018-055122597-001,12/11/2018
2018-048378059-001,10/29/2018
2019-022223914-001,5/12/2019
2019-022835841-001,5/16/2019
2018-057045505-001,12/23/2018
2018-029207730-001,6/15/2018
2018-026421068-001,6/15/2018
2018-036681607-001,8/18/2018
2018-048146743-001,10/27/2018
2018-012238626-001,3/18/2018
2018-052296140-001,11/19/2018
2018-055018852-001,12/10/2018
2018-030327141-001,7/10/2018
2018-015630696-001,4/8/2018
2019-022582075-001,5/14/2019
2018-017488676-001,4/20/2018
2018-041314189-001,9/15/2018
2018-006452952-001,2/12/2018
2018-046082276-001,10/7/2018
2019-017803230-001,4/17/2019
2019-001053197-001,1/8/2019
2019-001260360-001,1/8/2019
2019-004448150-001,1/15/2019
2019-004406188-001,2/15/2019
2019-024580224-001,5/26/2019
2018-052379180-001,11/24/2018
2019-017032018-001,4/12/2019
2019-023630530-001,5/20/2019
2018-027390820-001,6/21/2018
2018-044080376-001,10/2/2018
2018-050105903-001,11/9/2018
2018-012497614-001,3/20/2018
2019-006255022-001,2/9/2019
2019-004649825-001,1/30/2019
2019-003272987-001,1/22/2019
2018-043592622-001,9/29/2018
2019-014818998-001,3/31/2019
2018-046091903-001,10/14/2018
2018-052477839-001,11/24/2018
2019-000741001-001,1/6/2019
2019-021433313-001,5/8/2019
2019-009414243-001,2/28/2019
2018-000570790-001,1/4/2018
2019-003981010-001,1/26/2019
2019-009225780-001,2/27/2019
2018-040544964-001,9/11/2018
2018-026673881-001,6/17/2018
2018-042031682-001,9/20/2018
2018-043165217-001,9/27/2018
2018-000630165-001,1/5/2018
2018-000428596-001,1/4/2018
2018-018552980-001,4/26/2018
2019-008336710-001,2/21/2019
2019-009928264-001,3/2/2019
2019-000033643-001,1/1/2019
2018-033194173-001,7/27/2018
2019-023007264-001,5/17/2019
2019-013221563-001,3/22/2019
2019-012484944-001,3/18/2019
2018-017481514-001,4/20/2018
2018-024898238-001,6/6/2018
2019-002923518-001,1/19/2019
2019-011268681-001,3/8/2019
2018-022758523-001,5/22/2018
2018-042018417-001,9/20/2018
2019-018501555-001,4/21/2019
2018-055867709-001,12/16/2018
2018-036865770-001,8/19/2018
2018-044796480-001,10/7/2018
2019-016183714-001,4/8/2019
2018-045781920-001,10/12/2018
2019-007404087-001,2/16/2019
2019-011417786-001,3/11/2019
2018-035664490-001,8/12/2018
2018-000694350-001,1/5/2018
2018-028055230-001,6/26/2018
2018-053280720-001,11/29/2018
2019-002966736-001,1/20/2019
2018-027958156-001,6/25/2018
2018-039598681-001,9/4/2018
2018-010735030-001,3/9/2018
2018-055224759-001,12/12/2018
2019-001444633-001,1/10/2019
2018-001521923-001,1/11/2018
2018-047053271-001,10/21/2018
2018-014993456-001,4/4/2018
2018-025258718-001,6/7/2018
2019-013377969-001,3/22/2019
2019-019017187-001,4/24/2019
2018-023920351-001,5/31/2018
2018-002728640-001,1/19/2018
2018-004110750-001,1/28/2018
2018-018802862-001,4/28/2018
2019-002720643-001,1/18/2019
2018-032537893-001,7/23/2018
2018-007004382-001,2/15/2018
2019-013323910-001,3/22/2019
2019-020348437-001,5/1/2019
2018-053773969-001,12/3/2018
2018-024530032-001,6/4/2018
2018-002606931-001,1/18/2018
2018-054726029-001,12/8/2018
2019-024817452-001,5/27/2019
2019-007123435-001,2/13/2019
2019-014581220-001,3/29/2019
2018-011155200-001,2/5/2018
2018-010092204-001,3/2/2018
2018-057467476-001,12/27/2018
2018-006739692-001,2/14/2018
2018-001639213-001,1/8/2018
2019-001838594-001,1/13/2019
2018-012276159-001,3/19/2018
2019-021357918-001,5/7/2019
2018-051563126-001,11/19/2018
2019-017288751-001,4/14/2019
2019-006002906-001,2/8/2019
2019-015015869-001,4/1/2019
2018-033046861-001,7/27/2018
2019-008081299-001,2/20/2019
2019-003498765-001,1/23/2019
2019-026877920-001,6/7/2019
2018-016329869-001,4/12/2018
2019-001412168-001,1/10/2019
2018-045302428-001,10/10/2018
2019-021104968-001,5/6/2019
2018-045321910-001,10/10/2018
2018-025766550-001,6/11/2018
2018-024623682-001,6/4/2018
2018-053567811-001,12/1/2018
2019-001550050-001,1/11/2019
2018-043202806-001,9/27/2018
2018-029989597-001,7/8/2018
2018-050445789-001,11/12/2018
2019-015697020-001,4/5/2019
2019-017808590-001,4/17/2019
2018-057702050-001,12/28/2018
2018-004330782-001,1/30/2018
2019-015919968-001,4/6/2019
2018-039237421-001,9/2/2018
2018-039694231-001,9/5/2018
2018-043020558-001,9/19/2018
2019-000372994-001,1/3/2019
2019-013842175-001,3/25/2019
2018-007019850-001,2/15/2018
2019-014372753-001,3/28/2019
2019-009502401-001,2/28/2019
2019-016394745-001,4/9/2019
2019-014320679-001,3/28/2019
2018-057202950-001,12/25/2018
2018-038365428-001,8/28/2018
2019-015904929-001,4/6/2019
2018-015802111-001,4/9/2018
2019-019348999-001,4/25/2019
2019-003263882-001,1/22/2019
2019-020836475-001,5/4/2019
2018-037706130-001,8/23/2018
2018-039295741-001,9/3/2018
2018-020045973-001,5/6/2018
2019-020600782-001,5/3/2019
2018-000267309-001,1/3/2018
2018-041798433-001,9/18/2018
2018-056811796-001,12/22/2018
2019-007565717-001,2/17/2019
2019-026332516-001,6/5/2019
2019-000105837-001,1/1/2019
2019-003629190-001,1/24/2019
2018-055652918-001,12/14/2018
2018-030172851-001,7/9/2018
2018-039757320-001,9/5/2018
2018-011029653-001,3/11/2018
2019-015464174-001,4/3/2019
2019-019320597-001,4/25/2019
2018-057696048-001,12/28/2018
2019-001153908-001,1/8/2019
2019-003403174-001,1/22/2019
2018-056656205-001,12/21/2018
2018-018067421-001,4/24/2018
2019-006962399-001,2/13/2019
2018-009874802-001,3/5/2018
2018-013352112-001,3/25/2018
2019-018376895-001,4/20/2019
2019-007773731-001,2/18/2019
2019-009035503-001,2/26/2019
2019-001396765-001,1/10/2019
2018-016329583-001,4/12/2018
2019-005630369-001,2/5/2019
2018-041800540-001,9/18/2018
2018-017844461-001,4/22/2018
2018-050736157-001,11/13/2018
2018-019216865-001,5/1/2018
2018-038937403-001,8/31/2018
2019-023429874-001,5/19/2019
2018-024539087-001,6/4/2018
2018-051052899-001,11/15/2018
2018-003365609-001,1/23/2018
2018-026265877-001,6/14/2018
2019-006503852-001,2/11/2019
2018-043665290-001,9/30/2018
2018-034487230-001,8/5/2018
2019-002388781-001,1/2/2019
2018-046811521-001,10/19/2018
2019-013424610-001,3/23/2019
2019-024979281-001,5/28/2019
2018-014224902-001,3/30/2018
2018-015793150-001,4/9/2018
2018-028241320-001,6/27/2018
2018-000544002-001,1/4/2018
2018-010159358-001,3/6/2018
2019-022003858-001,5/11/2019
2018-038384440-001,8/27/2018
2018-005316773-001,2/5/2018
2018-051409767-001,11/18/2018
2018-013409890-001,3/25/2018
2018-015194171-001,4/5/2018
2018-032808769-001,7/25/2018
2018-032387502-001,7/23/2018
2018-000836858-001,1/7/2018
2018-025532490-001,6/10/2018
2019-010784362-001,3/8/2019
2018-004889390-001,2/2/2018
2018-010699089-001,2/19/2018
2018-008507162-001,2/24/2018
