Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unidade Relato Nível 6;Unid Digitação Nível 6;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Código Subclasse Nat Sec1;Tentado/Consumado Nat Sec1;Código Subclasse Nat Sec2;Tentado/Consumado Nat Sec2;Código Subclasse Nat Sec3;Tentado/Consumado Nat Sec3;ALVO;Descrição Meio Utilizado;Data Comunicação Fato;Horário Comunicação Fato;Data Fato;Horário Fato;Data Última Atualização;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Logradouro Ocorrência Não Cadastrado;Logradouro Cruzamento;Logradouro Cruzamento Não Cadastrado;Número Logradouro;Bairro;Bairro Não Cadastrado;Complemento Endereço;Ponto de Referência;Município;Latitude;Longitude;Matrícula Digitador;Matrícula Relator;Qtde Ocorrências
2019-016461230-001;POLICIA MILITAR;7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;MEIO DESCONHECIDO;09/04/2019;16:44:00;09/04/2019;16:44:20;11/04/2019;AVENIDA;BENEDITO SILVA;MIGUEL RODRIGUES FILHO;PREENCHIMENTO OPCIONAL;;320.000;PLANALTO;;;;DIVINOPOLIS;-20,14878190;-44,90920440;PM1566249;1566249;1
2019-046829198-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;25/09/2019;09:50:00;25/09/2019;09:50:16;27/09/2019;AVENIDA;MIGUEL RODRIGUES FILHO;;PREENCHIMENTO OPCIONAL;;320;PLANALTO;;;;DIVINOPOLIS;-20,14878190;-44,90920440;PM1351527;1351527;1
2019-007523547-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);17/02/2019;08:23:00;17/02/2019;08:23:07;19/02/2019;RODOVIA;BR 494;;PREENCHIMENTO OPCIONAL;;1965;NOVA FORTALEZA II;;arena hangar;;DIVINOPOLIS;-20,11823940;-44,90932800;PM1277516;1277516;1
2019-014517100-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);29/03/2019;13:50:00;29/03/2019;13:50:37;31/03/2019;RUA;CORONEL BRAGANCA;;PREENCHIMENTO OPCIONAL;;1860;SAO JUDAS TADEU;;;;DIVINOPOLIS;-20,16295910;-44,90940650;PM1186063;1186063;1
2019-028869668-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;ARMAS DE FOGO;18/06/2019;21:52:00;18/06/2019;21:52:54;20/06/2019;RUA;JOAO LARA;;PREENCHIMENTO OPCIONAL;;330;PLANALTO;;;;DIVINOPOLIS;-20,14389970;-44,90943840;PM1341676;1341676;1
2019-037969728-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);08/08/2019;11:47:00;08/08/2019;11:47:39;10/08/2019;RUA;IPANEMA;;PREENCHIMENTO OPCIONAL;;150;PLANALTO;;;;DIVINOPOLIS;-20,14435090;-44,90944660;PM1186063;1186063;1
2019-009641615-001;POLICIA MILITAR;INVÁLIDO;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;ARMAS DE FOGO;01/03/2019;09:49:00;01/03/2019;09:49:13;03/03/2019;RUA;CAPELINHA;CAPELINHA;PREENCHIMENTO OPCIONAL;;935.000;SAO JUDAS TADEU;SAO JUDAS TADEU;;;DIVINOPOLIS;-20,16267060;-44,90946630;PM1185578;1185578;1
2019-024057845-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;MEIO DESCONHECIDO;23/05/2019;09:13:00;22/05/2019;17:00:00;25/05/2019;RUA;IBITURUNA;;PREENCHIMENTO OPCIONAL;;671;PLANALTO;;;;DIVINOPOLIS;-20,15132580;-44,90946790;PM1577329;1577329;1
2019-027314405-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;MEIO DESCONHECIDO;10/06/2019;15:10:00;10/06/2019;15:10:15;12/06/2019;RUA;IBITURUNA;;PREENCHIMENTO OPCIONAL;;671;PLANALTO;;;;DIVINOPOLIS;-20,15132580;-44,90946790;PM1543529;1543529;1
2019-022425747-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;ARMAS DE FOGO;13/05/2019;22:21:00;13/05/2019;22:21:31;16/05/2019;RUA;CARBONITA;;CORONEL BRAGANCA;;;SAO JUDAS TADEU;;;ANTIGA FABRICA DE PIPOCA;DIVINOPOLIS;-20,16344840;-44,90949970;PM1058122;1058122;1
2019-017536689-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;ARMAS DE FOGO;15/04/2019;20:12:00;15/04/2019;20:12:40;17/04/2019;AVENIDA;PARANA;;GUAPE;;;MORADA NOVA;;;;DIVINOPOLIS;-20,16879700;-44,90956280;PM1502855;1502855;1
2019-033978548-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;ARMAS DE FOGO;16/07/2019;20:59:00;16/07/2019;20:59:24;18/07/2019;RUA;CORONEL BRAGANCA;;PREENCHIMENTO OPCIONAL;;2129;SAO JUDAS TADEU;;;;DIVINOPOLIS;-20,16405360;-44,90960930;PM1058122;1058122;1
2019-008530035-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;ARMAS DE FOGO;22/02/2019;23:44:00;22/02/2019;23:44:58;25/02/2019;ALAMEDA;OZIRES JOAQUIM DE OLIVEIRA;;IPANEMA;;;PLANALTO;;;;DIVINOPOLIS;-20,14510550;-44,90961870;PM1269885;1269885;1
2019-043437930-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;TENTADO;B01147;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ESCALADA;06/09/2019;20:03:00;06/09/2019;20:03:38;07/09/2019;RUA;ITAPECERICA;;PREENCHIMENTO OPCIONAL;;2824;LEVINDO DE PAULA PEREIRA;;;;DIVINOPOLIS;-20,13190040;-44,90962820;PM1544246;1572569;1
2019-022543300-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ESCALADA;14/05/2019;14:19:00;14/05/2019;14:19:25;15/05/2019;RUA;SETIMA;;PREENCHIMENTO OPCIONAL;;80.0000;RESIDENCIAL RINALDO CAMPOS SOARES;NOVA FORTALEZA II;;RESIDENCIAL RINALDO CAMPOS;DIVINOPOLIS;-20,11397120;-44,90963510;PM1505742;1505742;1
2019-013519808-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;23/03/2019;22:05:00;23/03/2019;22:05:49;26/03/2019;ALAMEDA;RIO PARANAIBA;;PREENCHIMENTO OPCIONAL;;20;PLANALTO;;;;DIVINOPOLIS;-20,14319020;-44,90965590;PM1136621;1573088;1
2019-035402636-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;C01163;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARMAS DE FOGO;24/07/2019;23:02:00;24/07/2019;23:02:17;27/07/2019;RUA;FAGUNDES VARELA;;PREENCHIMENTO OPCIONAL;;2350;MORADA NOVA;;;SWG84;DIVINOPOLIS;-20,16802830;-44,90970450;PM1058122;1058122;1
2019-027330060-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Motorista;ARMAS DE FOGO;10/06/2019;15:07:00;10/06/2019;15:07:50;12/06/2019;RUA;SARGENTO HENRIQUE LOUREIRO DOS SANTOS;;PREENCHIMENTO OPCIONAL;;590;ALTEROSA;;;perto do cristo;DIVINOPOLIS;-20,18443890;-44,90971800;PM1185578;1185578;1
2019-016116265-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;MEIO DESCONHECIDO;07/04/2019;20:32:00;07/04/2019;20:32:54;09/04/2019;AVENIDA;MIGUEL RODRIGUES FILHO;;PREENCHIMENTO OPCIONAL;;56;PLANALTO;;;;DIVINOPOLIS;-20,14418280;-44,90976760;PM1389931;1389931;1
2019-044078590-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARMAS DE FOGO;10/09/2019;14:16:00;10/09/2019;14:16:07;12/09/2019;RUA;ITAMBE;;PREENCHIMENTO OPCIONAL;;500;PLANALTO;;;;DIVINOPOLIS;-20,14953980;-44,90980340;PM1573088;1573088;1
2019-046606541-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;ABUSO DE CONFIANCA;24/09/2019;09:10:00;22/09/2019;08:00:00;26/09/2019;RUA;MURIAE;;PREENCHIMENTO OPCIONAL;;1430;MORADA NOVA;;;;DIVINOPOLIS;-20,16770490;-44,90980810;PM1057264;1057264;1
2019-004946021-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);01/02/2019;10:53:00;01/02/2019;10:53:06;03/02/2019;RUA;ASA BRANCA;;WALDEMAR FAUSTINO DE SOUZA;;;BELVEDERE II;;;;DIVINOPOLIS;-20,17578370;-44,90982350;PM1135433;1135433;1
2019-014288669-001;POLICIA MILITAR;INVÁLIDO;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;28/03/2019;10:04:00;28/03/2019;10:04:07;30/03/2019;RUA;I;FRANCISCO RIBEIRO;PREENCHIMENTO OPCIONAL;;54.0000;CONJUNTO HABITACIONAL WALCHIR RESENDE;;;;DIVINOPOLIS;-20,12609590;-44,90983050;PM1144302;1144302;1
2019-051803583-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;22/10/2019;14:14:00;22/10/2019;14:14:47;24/10/2019;RUA;IPANEMA;;PREENCHIMENTO OPCIONAL;;291;PLANALTO;;;;DIVINOPOLIS;-20,14610550;-44,90992280;PM1563972;1563972;1
2019-027281760-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO C/EXPLOS;10/06/2019;12:05:00;10/06/2019;12:05:34;12/06/2019;AVENIDA;BRASILIA;;PREENCHIMENTO OPCIONAL;;870;BELVEDERE II;;NR CORRETO: 868;;DIVINOPOLIS;-20,17667750;-44,91003580;PM1517663;1517663;1
2019-023518448-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ABUSO DE CONFIANCA;20/05/2019;12:23:00;17/05/2019;13:26:00;22/05/2019;RUA;IPANEMA;;PREENCHIMENTO OPCIONAL;;280;PLANALTO;;;ESCOLA COR E AÇÃO;DIVINOPOLIS;-20,14583210;-44,91004520;PM1186063;1186063;1
2019-043270050-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;ARMAS DE FOGO;05/09/2019;22:45:00;05/09/2019;22:45:06;07/09/2019;RUA;MANOEL BANDEIRA;;PREENCHIMENTO OPCIONAL;;1881;SAO JUDAS TADEU;;;;DIVINOPOLIS;-20,16124950;-44,91009330;PM1135433;1699594;1
2019-002617104-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Motorista;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);17/01/2019;22:13:00;17/01/2019;22:13:26;19/01/2019;RODOVIA;MG 050;;PREENCHIMENTO OPCIONAL;;0;CHACARAS XAVANTE;;;;DIVINOPOLIS;-20,11948940;-44,91022160;PM1315969;1315969;1
2019-005458439-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;MEIO DESCONHECIDO;04/02/2019;19:53:00;04/02/2019;19:53:33;06/02/2019;RODOVIA;MG 050;;PREENCHIMENTO OPCIONAL;;0;CHACARAS XAVANTE;;;;DIVINOPOLIS;-20,11948940;-44,91022160;PM1297118;1297118;1
2019-006340635-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;ARMAS DE FOGO;10/02/2019;07:15:00;10/02/2019;06:46:55;12/02/2019;RODOVIA;MG 050;;PREENCHIMENTO OPCIONAL;;0;CHACARAS XAVANTE;;;;DIVINOPOLIS;-20,11948940;-44,91022160;PM1135763;1135763;1
2019-019097832-001;POLICIA CIVIL;53 CIA PM/23 BPM/7 RPM;DELEGACIA DE POLICIA CIVIL/PARA DE MINAS;DELEGACIA DE POLICIA CIVIL/PARA DE MINAS;DELEGACIA DE POLICIA CIVIL/PARA DE MINAS;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Bens em Interior de Veículo;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;24/04/2019;17:15:00;14/04/2019;01:30:00;25/04/2019;RODOVIA;MG 050;;PREENCHIMENTO OPCIONAL;;0;CHACARAS XAVANTE;;;PARQUE EXPOSIÇÕES;DIVINOPOLIS;-20,11948940;-44,91022160;PC342155;342155;1
2019-028087487-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Motorista;ARMAS DE FOGO;14/06/2019;13:35:00;14/06/2019;13:35:19;16/06/2019;RODOVIA;MG 050;;PREENCHIMENTO OPCIONAL;;92;CHACARAS XAVANTE;;;;DIVINOPOLIS;-20,11948940;-44,91022160;PM1486448;1486448;1
2019-029771630-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;24/06/2019;09:04:00;24/06/2019;09:04:58;26/06/2019;RODOVIA;MG 050;;PREENCHIMENTO OPCIONAL;;0;CHACARAS XAVANTE;;;SIDERURGICA VALINHOS;DIVINOPOLIS;-20,11948940;-44,91022160;PM1185578;1185578;1
2019-041491930-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;126 CIA PM/5 BPM/1 RPM;126 CIA PM/5 BPM/1 RPM;126 CIA PM/5 BPM/1 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Bens em Interior de Veículo;MEIO DESCONHECIDO;27/08/2019;14:45:00;27/08/2019;14:45:17;29/08/2019;RODOVIA;MG 050;;PREENCHIMENTO OPCIONAL;;0;CHACARAS XAVANTE;;;;DIVINOPOLIS;-20,11948940;-44,91022160;PM1491935;1491935;1
2019-037062612-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;EM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;TENTADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Motorista;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);03/08/2019;07:06:00;03/08/2019;07:00:00;04/08/2019;RUA;MURIAE;;GERALDO SERRANO;;;MORADA NOVA;;;;DIVINOPOLIS;-20,16766100;-44,91023080;PM1413723;1420561;1
2019-025055239-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;EMPREGO DE CHAVE FALSA / MICHA / GAZUA;28/05/2019;21:06:00;28/05/2019;21:06:48;30/05/2019;RUA;IPANEMA;;PREENCHIMENTO OPCIONAL;;371;PLANALTO;;;;DIVINOPOLIS;-20,14690490;-44,91025470;PM1058585;1058585;1
2019-016807908-001;POLICIA MILITAR;INVÁLIDO;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;ESCALADA;11/04/2019;15:01:00;11/04/2019;01:00:00;13/04/2019;RUA;TREZE;F;PREENCHIMENTO OPCIONAL;;251.000;CONJUNTO HABITACIONAL WALCHIR RESENDE;CONJUNTO HABITACIONAL WALCHIR RESENDE;;;DIVINOPOLIS;-20,12342390;-44,91036390;PM1057264;1057264;1
2019-032953876-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;ESCALADA;11/07/2019;08:40:00;11/07/2019;08:40:30;13/07/2019;RUA;F;;PREENCHIMENTO OPCIONAL;;251;CONJUNTO HABITACIONAL WALCHIR RESENDE;;;;DIVINOPOLIS;-20,12342390;-44,91036390;PM1277516;1277516;1
2019-035091782-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;ESCALADA;23/07/2019;12:01:00;20/07/2019;00:00:00;25/07/2019;RUA;F;;PREENCHIMENTO OPCIONAL;;251;CONJUNTO HABITACIONAL WALCHIR RESENDE;;;;DIVINOPOLIS;-20,12342390;-44,91036390;PM1277516;1277516;1
2019-036692531-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);01/08/2019;10:15:00;01/08/2019;07:30:00;03/08/2019;AVENIDA;AUTORAMA;;PREENCHIMENTO OPCIONAL;;1200;SANTA LUZIA;;;;DIVINOPOLIS;-20,15669850;-44,91039390;PM1563899;1563899;1
2019-048117899-001;POLICIA CIVIL;53 CIA PM/23 BPM/7 RPM;7º DEPARTAMENTO DE POLICIA CIVIL/DIVINOPOLIS;7º DEPARTAMENTO DE POLICIA CIVIL/DIVINOPOLIS;1ª DELEGACIA DE POLICIA CIVIL/DIVINOPOLIS;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ABUSO DE CONFIANCA;01/10/2019;11:30:00;10/09/2019;14:00:00;03/10/2019;AVENIDA;AUTORAMA;;PREENCHIMENTO OPCIONAL;;1200;SANTA LUZIA;;MARKA CHEVROLET;;DIVINOPOLIS;-20,15669850;-44,91039390;PC1242486;1242486;1
