MUNICIPIO;VALIDADOR;VALIDADOR_TIPO;CIA_BASE;BAIRRO;TIPO;SETOR;SUBSETOR;COD_SETOR;OBSERVACAO
ITAUNA;CELI;LOGRADOURO;51ª CIA PM;PIO DOZE;URBANO;LOURDES ITATIAIUCU;LOURDES;23.51.2;
ITAUNA;2019-042927168-001;N_RAT;51ª CIA PM;VISTA ALEGRE;RURAL;SANTANENSE MORADA NOVA;BREJO ALEGRE;23.51.3;
ITAUNA;2019-043515951-001;N_RAT;51ª CIA PM;JADIR MARINHO DE FARIA;URBANO;CENTRO PADRE EUSTAQUIO;PADRE EUSTAQUIO;23.51.1;
ITAUNA;MOZART MACHADO;LOGRADOURO;51ª CIA PM;LOURDES;URBANO;LOURDES ITATIAIUCU;LOURDES;23.51.2;
ITAUNA;FAZENDA DAS CHACARAS;BAIRRO;51ª CIA PM;CENTRO;RURAL;CENTRO PADRE EUSTAQUIO;CALAMBAU;23.51.1;
ITAUNA;DUDUI;LOGRADOURO_NAO_CAD;51ª CIA PM;SAO GERALDO;URBANO;SANTANENSE MORADA NOVA;MORADA NOVA;23.51.3;
ITAUNA;BOULEVARD LAGO SUL;LOGRADOURO_NAO_CAD;51ª CIA PM;BOULEVARD;URBANO;LOURDES ITATIAIUCU;LOURDES;23.51.2;
ITAUNA;ARISTIDES MACHADO;LOGRADOURO_NAO_CAD;51ª CIA PM;SANTO ANTONIO;URBANO;LOURDES ITATIAIUCU;LOURDES;23.51.2;
ITAUNA;ALBINO SANTOS;LOGRADOURO_NAO_CAD;51ª CIA PM;GARCIAS;URBANO;SANTANENSE MORADA NOVA;MORADA NOVA;23.51.3;
ITAUNA;ALEXANDRINA BERNARDES;LOGRADOURO_NAO_CAD;51ª CIA PM;ITAUNENSE;URBANO;SANTANENSE MORADA NOVA;MORADA NOVA;23.51.3;
ITAUNA;DUI;LOGRADOURO_NAO_CAD;51ª CIA PM;SAO GERALDO;URBANO;SANTANENSE MORADA NOVA;MORADA NOVA;23.51.3;
ITAUNA;ITAUNA;LOGRADOURO_NAO_CAD;51ª CIA PM;FAZENDINHA;RURAL;SANTANENSE MORADA NOVA;BREJO ALEGRE;23.51.3;
ITAUNA;CASTRO ALVES;LOGRADOURO_NAO_CAD;51ª CIA PM;IRMAOS AULER;URBANO;CENTRO PADRE EUSTAQUIO;PADRE EUSTAQUIO;23.51.1;
ITAUNA;ADALGISA LIMA;LOGRADOURO_NAO_CAD;51ª CIA PM;CERQUEIRA LIMA;URBANO;CENTRO PADRE EUSTAQUIO;CENTRO;23.51.1;
DIVINOPOLIS;2019-043372540-001;N_REDS;142ª CIA PM;PORTO VELHO;URBANO;PORTO VELHO;INTERLAGOS;23.142.1;
NOVA SERRANA;PPADILHA (CAPAO DE BAIXO);LOGRADOURO_NAO_CAD;280ª CIA PM;PPADILHA (CAPAO DE BAIXO);URBANO;ZONA RURAL;ZONA RURAL;60.279.2;ZONA RUAL 279ª CIA PM
ITAUNA;EVANDRO DE FARIA MATOS;LOGRADOURO_NAO_CAD;51ª CIA PM;JADIR MARINHO DE FARIA;URBANO;CENTRO PADRE EUSTAQUIO;PADRE EUSTAQUIO;23.51.1;
NOVA SERRANA;PROFESSORA ROSANGELA DUARTE;LOGRADOURO_NAO_CAD;279ª CIA PM;SAO GERALDO;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
ITAUNA;CANDIDO BERNARDES;LOGRADOURO_NAO_CAD;51ª CIA PM;MORADA NOVA;URBANO;SANTANENSE MORADA NOVA;MORADA NOVA;23.51.3;
ITAUNA;CAPITAO VICENTE;LOGRADOURO_NAO_CAD;51ª CIA PM;CENTRO;URBANO;CENTRO PADRE EUSTAQUIO;CENTRO;23.51.1;
ITAUNA;DAS FLORES;LOGRADOURO_NAO_CAD;51ª CIA PM;BARRAGEM BENFICA;RURAL;LOURDES ITATIAIUCU;LOURDES;23.51.2;
ITAUNA;DIOGENES NOGUEIRA;LOGRADOURO_NAO_CAD;51ª CIA PM;CENTRO;URBANO;CENTRO PADRE EUSTAQUIO;CENTRO;23.51.1;
ITAUNA;JOSIAS MACHADO;LOGRADOURO_NAO_CAD;51ª CIA PM;CENTRO;URBANO;CENTRO PADRE EUSTAQUIO;CENTRO;23.51.1;
ITAUNA;2019-044545011-001;N_RAT;51ª CIA PM;JADIR MARINHO DE FARIA;UIRBANO;CENTRO PADRE EUSTAQUIO;PADRE EUSTAQUIO;23.51.1;
ITAUNA;2019-045512194-001;N_RAT;51ª CIA PM;JADIR MARINHO DE FARIA;URBANO;CENTRO PADRE EUSTAQUIO;PADRE EUSTAQUIO;23.51.1;
DIVINOPOLIS;JOAQUIM JOSE DO PRADO;LOGRADOURO;139ª CIA PM;JOAO PAULO II;URBANO;SAO JOSE;BELVEDERE;23.139.1;
NOVA SERRANA;PADRE CICERO;LOGRADOURO;280ª CIA PM;SANTO ANTONIO;URBANO;SANTA SARA;SANTA SARA;60.280.2;
NOVA SERRANA;LAVINIA QUEIROZ;LOGRADOURO;279ª CIA PM;SANTA MARIA;URBANO;ROMEU DUARTE;ROMEU DUARTE;60.279.1;
NOVA SERRANA;CARMEN DUARTE;LOGRADOURO_NAO_CAD;280ª CIA PM;PLANALTO;URBANO;SANTA SARA;PLANALTO;60.280.2;
NOVA SERRANA;2019-046616810-001;N_REDS;279ª CIA PM;BEIJA-FLOR;URBANO;SUPER CENTRO;HIPERCENTRO;60.279.4;
DIVINOPOLIS;PORTO SECO;LOGRADOURO_NAO_CAD;142ª CIA PM;SAVASSI;URBANO;NITEROI;ICARAI;23.142.2;
ITAUNA;JOSE BERNARDES CARVALHO;LOGRADOURO_NAO_CAD;51ª CIA PM;BELVEDER;URBANO;SANTANENSE MORADA NOVA;MORADA NOVA;23.51.3;
DIVINOPOLIS;MATO GROSSO;LOGRADOURO_NAO_CAD;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;GOIAS;23.53.1;
DIVINOPOLIS;NOE SOARES;LOGRADOURO_NAO_CAD;139ª CIA PM;BELVEDERE;URBANO;SAO JOSE;BELVEDERE;23.139.1;
ITAUNA;DONA TETEIA;LOGRADOURO_NAO_CAD;51ª CIA PM;TRES MARIAS;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
NOVA SERRANA;ANDRE DE FREITAS;BAIRRO_NAO_CAD;279ª CIA PM;VILA ANDRE DE FREITAS;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
NOVA SERRANA;CRISTIANE SIQUEIRA CUNHA;LOGRADOURO_NAO_CAD;279ª CIA PM;CIDADE NOVA;URBANO;SAO GERALDO;CIDADE NOVA;60.279.2;
NOVA SERRANA;POVOADO DE MALAQUIAS;LOGRADOURO;280ª CIA PM;ZONA RURAL;RURAL;ZONA RURAL;ZONA RURAL;60.279.1;ZONA RUAL 279ª CIA PM
NOVA SERRANA;ELI MARTINS FAGUNDES;LOGRADOURO;279ª CIA PM;SAO GERALDO;URBANO;SAO GERALDO;SAO GERALDO;60.279.2;
NOVA SERRANA;PARANA;LOGRADOURO;280ª CIA PM;ZONA RURAL;RURAL;ZONA RURAL;ZONA RURAL;60.279.2;ZONA RUAL 279ª CIA PM
NOVA SERRANA;CHACREAMENTO FAZENDA PARANA;LOGRADOURO;280ª CIA PM;ZONA RURAL;RURAL;ZONA RURAL;ZONA RURAL;60.279.2;ZONA RUAL 279ª CIA PM
NOVA SERRANA;AECIO CUNHA;LOGRADOURO;279ª CIA PM;CIDADE NOVA;URBANO;SAO GERALDO;CIDADE NOVA;60.279.2;
NOVA SERRANA;PERDIGAO - NOVA SERRANA;LOGRADOURO;279ª CIA PM;MARISA;URBANO;SAO GERALDO;MARISA;60.279.2;
NOVA SERRANA;MINAS BRASIL;LOGRADOURO;279ª CIA PM;MARISA;URBANO;SAO GERALDO;MARISA;60.279.2;
NOVA SERRANA;BURITIS;LOGRADOURO;280ª CIA PM;ZONA RURAL;RURAL;ZONA RURAL;ZONA RURAL;60.279.1;ZONA RUAL 279ª CIA PM
NOVA SERRANA;ESTACAO DO CERCADO;LOGRADOURO;280ª CIA PM;ZONA RURAL;RURAL;ZONA RURAL;ZONA RURAL;60.280.1;
PITANGUI;SITIO DO LACERDINO;LOGRADOURO;280ª CIA PM;ZONA RURAL;RURAL;ZONA RURAL;ZONA RURAL;60.280.3;
DIVINOPOLIS;2019-038263920-001;N_RAT;139ª CIA PM;SANTA LUZIA;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;2019-039341599-001;N_RAT;139ª CIA PM;SANTA LUZIA;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;2019-039600247-001;N_RAT;139ª CIA PM;SANTA LUZIA;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;2019-040433996-001;N_RAT;139ª CIA PM;CASA NOVA;URBANO;PLANALTO;QUINTINO;23.139.2;
DIVINOPOLIS;2019-043242011-001;N_RAT;139ª CIA PM;CASA NOVA;URBANO;PLANALTO;QUINTINO;23.139.2;
DIVINOPOLIS;2019-043936599-001;N_RAT;139ª CIA PM;SANTA LUZIA;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;2019-044333105-001;N_RAT;139ª CIA PM;SANTA LUZIA;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;2019-044733678-001;N_RAT;139ª CIA PM;CASA NOVA;URBANO;PLANALTO;QUINTINO;23.139.2;
DIVINOPOLIS;2019-046337530-001;N_RAT;139ª CIA PM;CASA NOVA;URBANO;PLANALTO;QUINTINO;23.139.2;
DIVINOPOLIS;2019-046537624-001;N_RAT;139ª CIA PM;SANTA LUZIA;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;2019-046947051-001;N_RAT;139ª CIA PM;SANTA LUZIA;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;2019-047426365-001;N_RAT;139ª CIA PM;SANTA LUZIA;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;CAPAO QUEIMADO;LOGRADOURO;139ª CIA PM;CAPAO QUEIMADO;RURAL;PLANALTO;ERMIDA;23.139.3;
DIVINOPOLIS;AMG 0345;LOGRADOURO_NAO_CAD;142ª CIA PM;CHACARAS BELO HORIZONTE;URBANO;PORTO VELHO;VALE DO SOL;23.142.1;
DIVINOPOLIS;COMUNIDADE QUILOMBO;PONTO_REF;139ª CIA PM;COMUNIDADE QUILOMBO;RURAL;PLANALTO;ERMIDA;23.139.2;
NOVA SERRANA;FLORESTA;LOGRADOURO_NAO_CAD;280ª CIA PM;FLORESTA;RURAL;ZONA RURAL;ZONA RURAL;60.280.1;
ITAUNA;SAPORO;LOGRADOURO_NAO_CAD;51ª CIA PM;SANTA MONICA;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;GONCALVES DA GUIA;LOGRADOURO_NAO_CAD;51ª CIA PM;CENTRO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;DIOGENES NOGUEIRA;LOGRADOURO;51ª CIA PM;CENTRO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2019-045512194-001;LOGRADOURO;51ª CIA PM;JADIR MARINHO DE FARIA;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;ZEZE LIMA;LOGRADOURO;51ª CIA PM;CENTRO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;CAPITAO VICENTE;LOGRADOURO;51ª CIA PM;CENTRO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2019-046262867-001;N_RAT;51ª CIA PM;DISTRITO INDISTRIAL;RURAL;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;2019-046400002-001;N_RAT;51ª CIA PM;JADIR MARINHO DE FARIA;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;2019-046736598-001;N_RAT;51ª CIA PM;JADIR MARINHO DE FARIA;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;MARIA FELICIANA;LOGRADOURO;51ª CIA PM;NOGUEIRA MACHADO;URBANO;LOURDES ITATIAIUCU;;23.51.2;
ITAUNA;TUPIS;LOGRADOURO_NAO_CAD;51ª CIA PM;PIEDADE;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;OZEIAS ALVES;LOGRADOURO;51ª CIA PM;VILA NAZARE;URBANO;SANTANENSE MORADA NOVA;MORADA NOVA;23.51.3;
ITAUNA;FLORES;LOGRADOURO;51ª CIA PM;SAO GERALDO;URBANO;SANTANENSE MORADA NOVA;MORADA NOVA;23.51.3;
ITAUNA;POVOADO DE CAMPOS;LOGRADOURO;51ª CIA PM;POVOADO DE CAMPOS;RURAL;SANTANENSE MORADA NOVA;BREJO ALEGRE;23.51.3;
ITAUNA;DAS FLORES;LOGRADOURO;51ª CIA PM;SAO GERALDO;URBANO;SANTANENSE MORADA NOVA;MORADA NOVA;23.51.3;
ITAUNA;CANDIDO BERNARDES;LOGRADOURO;51ª CIA PM;MORADA NOVA UM;URBANO;SANTANENSE MORADA NOVA;MORADA NOVA;23.51.3;
ITAUNA;JOSIAS MACHADO;LOGRADOURO;51ª CIA PM;CENTRO;URBANO;CENTRO PADRE EUSTAQUIO;CENTRO;23.51.1;
ITAUNA;DOUTOR VIRGILIO G DE SOUZA;LOGRADOURO_NAO_CAD;51ª CIA PM;RECANTO DAS PEIXOTAS;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;SANTO ANTONIO;BAIRRO_NAO_CAD;51ª CIA PM;SANTO ANTONIO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;RICARDINA MARIA LOPES;LOGRADOURO_NAO_CAD;51ª CIA PM;SAO BENTO;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
NOVA SERRANA;CAMPO DE FUTEBOL DO JUVENTUS;PONTO_REF;279ª CIA PM;CENTRO;URBANO;SUPER CENTRO;HIPERCENTRO;60.279.4;
NOVA SERRANA;JUQUINHA;LOGRADOURO_NAO_CAD;280ª CIA PM;ZONA RURAL;RURAL;ZONA RURAL;ZONA RURAL;60.279.2;ZONA RUAL 279ª CIA PM
DIVINOPOLIS;RESIDENCIAL RINALDO CAMPOS SOARES;BAIRRO_NAO_CAD;53ª CIA PM;CONJUNTO RINALDO CAMPOS SOARES;URBANO;BOM PASTOR;SERRA VERDE;23.53.3;
DIVINOPOLIS;MANOEL VALINHA;BAIRRO_NAO_CAD;142ª CIA PM;MANOEL VALINHAS;URBANO;NITEROI;MANOEL VALINHOS;23.142.2;
DIVINOPOLIS;CORONEL JOAO NOTINI;LOGRADOURO_NAO_CAD;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.1;
DIVINOPOLIS;ANTONIO PIO DA SILVA;LOGRADOURO_NAO_CAD;142ª CIA PM;CHACARAS BELO HORIZONTE;URBANO;PORTO VELHO;VALE DO SOL;23.142.1;
ITAUNA;GERALDO AMIM DE OLIVEIRA;LOGRADOURO_NAO_CAD;51ª CIA PM;AURORA VILLAGE;URBANO;LOURDES ITATIAIUCU;LOURDES;23.51.2;
ITAUNA;AMELIA RIBEIRO DA SILVA;LOGRADOURO_NAO_CAD;51ª CIA PM;JOAO PAULO SEGUNDO;URBANO;SANTANENSE MORADA NOVA;SANTANENSE;23.51.3;
ITAUNA;VIRGINIA MARIA;LOGRADOURO_NAO_CAD;51ª CIA PM;NOVA VILA MOZART;URBANO;LOURDES ITATIAIUCU;LOURDES;23.51.2;
ITAUNA;CHICO INACIO;LOGRADOURO_NAO_CAD;51ª CIA PM;VILA SANTA MARIA;URBANO;SANTANENSE MORADA NOVA;SANTANENSE;23.51.3;
ITAUNA;AUGUSTO ALVES DE SOUZA;LOGRADOURO_NAO_CAD;51ª CIA PM;ITAUNENSE;URBANO;SANTANENSE MORADA NOVA;SANTANENSE;23.51.3;
ITAUNA;AURORA VILLAGE;BAIRRO_NAO_CAD;51ª CIA PM;AURORA VILLAGE;URBANO;LOURDES ITATIAIUCU;LOURDES;23.51.2;
ITAUNA;JOAO PAULO SEGUNDO;BAIRRO_NAO_CAD;51ª CIA PM;JOAO PAULO SEGUNDO;URBANO;SANTANENSE MORADA NOVA;SANTANENSE;23.51.3;
ITAUNA;ANTONIO MEDEIROS;LOGRADOURO;51ª CIA PM;LOURDES;URBANO;LOURDES ITATIAIUCU;LOURDES;23.51.2;
ITAUNA;PRAÇA DE ESPORTES DO BAIRRO LOURDES;PONTO_REF;51ª CIA PM;LOURDES;URBANO;LOURDES ITATIAIUCU;LOURDES;23.51.2;
NOVA SERRANA;AGUAS ESPRAIADAS;LOGRADOURO;280ª CIA PM;AGUA ESPRAIADA;RURAL;ZONA RURAL;ZONA RURAL;60.280.2;CORRESPONDE AO SETOR PERIFÉRICO DA UEOP
NOVA SERRANA;ESTA??O DO CERCADO;LOGRADOURO;280ª CIA PM;ZONA RURAL;RURAL;ZONA RURAL;ZONA RURAL;60.280.1;
NOVA SERRANA;BARRETOS;LOGRADOURO;280ª CIA PM;BARRETOS;RURAL;ZONA RURAL;ZONA RURAL;60.279.1;ZONA RUAL 279ª CIA PM
DIVINOPOLIS;SERRO;LOGRADOURO;53ª CIA PM;VILA CRUZEIRO;URBANO;BOM PASTOR;SANTA CLARA;23.53.3;
DIVINOPOLIS;DOM CRISTIANO;LOGRADOURO;139ª CIA PM;FLORESTA;URBANO;SAO JOSE;BELVEDERE;23.139.1;
DIVINOPOLIS;RETIRO DOS PADRES;COMPLEMENTO_END;139ª CIA PM;FLORESTA;URBANO;SAO JOSE;BELVEDERE;23.139.1;
DIVINOPOLIS;2019-047852672-001;N_RAT;139ª CIA PM;CASA NOVA;URBANO;PLANALTO;QUINTINO ;23.139.2;
DIVINOPOLIS;2019-048773913-001;N_RAT;139ª CIA PM;CASA NOVA;URBANO;PLANALTO;QUINTINO ;23.139.2;
DIVINOPOLIS;2019-048997066-001;N_RAT;139ª CIA PM;CASA NOVA;URBANO;PLANALTO;QUINTINO ;23.139.2;
DIVINOPOLIS;2019-049114717-001;N_RAT;139ª CIA PM;SANTA LUZIA;URBANO;PLANALTO;TIETÊ ;23.139.2;
DIVINOPOLIS;2019-049507329-001;N_RAT;139ª CIA PM;CASA NOVA;URBANO;PLANALTO;QUINTINO ;23.139.2;
ITAUNA;2019-049707910-001;N_RAT;51ª CIA PM;POVOADO MORRO GRANDE;RURAL;CENTRO PADRE EUSTAQUIO;PAULAS;23.51.1;
ITAUNA;2019-049781512-001;N_RAT;51ª CIA PM;POVOADO MORRO GRANDE;RURAL;CENTRO PADRE EUSTAQUIO;PAULAS;23.51.1;
ITAUNA;2019-050054022-001;N_RAT;51ª CIA PM;POVOADO MORRO GRANDE;RURAL;CENTRO PADRE EUSTAQUIO;PAULAS;23.51.1;
ITAUNA;2019-050784008-001;N_RAT;51ª CIA PM;POVOADO MORRO GRANDE;RURAL;CENTRO PADRE EUSTAQUIO;PAULAS;23.51.1;
ITAUNA;2019-050903028-001;N_RAT;51ª CIA PM;POVOADO CALAMBAU;RURAL;CENTRO PADRE EUSTAQUIO;PAULAS;23.51.1;
DIVINOPOLIS;2019-051791245-001;N_REDS;139ª CIA PM;SAO JUDAS TADEU;URBANO;SAO JOSE;SAO JUDAS;23.139.1;
ITAUNA;CENTEN¿RIO II;BAIRRO_NAO_CAD;51ª CIA PM;CENTENARIO DOIS;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
DIVINOPOLIS;SANTA TEREZA;COMPLEMENTO_END;142ª CIA PM;SANTA TEREZA;URBANO;PORTO VELHO;AEROPORTO;23.142.1;
ITAUNA;JOSE BRANDAO;LOGRADOURO_NAO_CAD;51ª CIA PM;PARQUE JARDIM SANTANENSE;URBANO;SANTANENSE MORADA NOVA;SANTANENSE;23.51.3;
DIVINOPOLIS;ORIBES BATISTA LEITE;LOGRADOURO_NAO_CAD;142ª CIA PM;SANTA TEREZA;URBANO;PORTO VELHO;INTERLAGOS;23.142.1;
NOVA SERRANA;DOM CABRAL;LOGRADOURO_NAO_CAD;279ª CIA PM;DOM BOSCO;URBANO;SUPER CENTRO;CENTRO;60.279.3;
ITAUNA;SANTA EDWIGES UM;BAIRRO;51ª CIA PM;SANTA EDWIGES 1;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
NOVA SERRANA;PACIFICO PINTO DA FONSECA;LOGRADOURO;279ª CIA PM;FAUSTO PINTO DA FONSECA;URBANO;ROMEU DUARTE;FAUSTO PINTO DA FONSECA;60.279.1;
NOVA SERRANA;MARGINAL BR 262;LOGRADOURO;280ª CIA PM;RURAL;URBANO;ZONA RURAL;ZONA RURAL;60.279.1;ZONA RUAL 279ª CIA PM
DIVINOPOLIS;LAGOA DA PRATA;LOGRADOURO;139ª CIA PM;BELVEDERE;URBANO;SAO JOSE;BELVEDERE;23.139.1;
DIVINOPOLIS;2019-050000581-001;N_RAT;139ª CIA PM;CASA NOVA;URBANO;PLANALTO;QUINTINO ;23.139.2;
DIVINOPOLIS;2019-050972140-001;N_RAT;139ª CIA PM;CASA NOVA;URBANO;PLANALTO;QUINTINO ;23.139.2;
DIVINOPOLIS;2019-051083783-001;N_RAT;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;GETULIO VARGAS;23.53.1;
DIVINOPOLIS;2019-051329263-001;N_RAT;139ª CIA PM;CASA NOVA;URBANO;PLANALTO;QUINTINO ;23.139.2;
DIVINOPOLIS;2019-052013334-001;N_RAT;139ª CIA PM;SANTA LUZIA;URBANO;PLANALTO;TIETÊ ;23.139.2;
DIVINOPOLIS;2019-052045208-001;N_RAT;139ª CIA PM;CASA NOVA;URBANO;PLANALTO;QUINTINO ;23.139.2;
DIVINOPOLIS;2019-052092885-001;N_RAT;53ª CIA PM;IPIRANGA;URBANO;ALTO GOIAS;LP PEREIRA;23.53.1;RODOVIA BATISTA
DIVINOPOLIS;2019-052558490-001;N_RAT;139ª CIA PM;SANTA LUZIA;URBANO;PLANALTO;TIETÊ ;23.139.2;
DIVINOPOLIS;2019-052642977-001;N_RAT;139ª CIA PM;SANTA LUZIA;URBANO;PLANALTO;TIETÊ ;23.139.2;
DIVINOPOLIS;2019-052762266-001;N_RAT;139ª CIA PM;SANTA LUZIA;URBANO;PLANALTO;TIETÊ ;23.139.2;
DIVINOPOLIS;BAOBA;LOGRADOURO;139ª CIA PM;JARDIM DAS ACACIAS;URBANO;SAO JOSE;BELVEDERE;23.139.1;
ITAUNA;NONO VENTURA;LOGRADOURO;51ª CIA PM;LOURDES;URBANO;LOURDES ITATIAIUCU;LOURDES;23.51.2;
ITAUNA;2019-052256583-001;N_RAT;51ª CIA PM;POVOADO MORRO GRANDE;RURAL;CENTRO PADRE EUSTAQUIO;PAULAS;23.51.1;
ITAUNA;2019-052998654-001;N_RAT;51ª CIA PM;POVOADO MORRO GRANDE;RURAL;CENTRO PADRE EUSTAQUIO;PAULAS;23.51.1;
ITAUNA;PRÓXIMO À FISCALIZAÇÃO DER;PONTO_REF;51ª CIA PM;RECANTO VALE DOS PEQUIS;RURAL;LOURDES ITATIAIUCU;CORREGO DO SOLDADO;23.51.2;
ITAUNA;AUGUSTO GONCALVES PAULINO;LOGRADOURO;51ª CIA PM;ITAUNENSE;URBANO;SANTANENSE MORADA NOVA;;23.51.3;BATATA SHOW
ITAUNA;MARGARIDA OLIVEIRA DE ANDRADE;LOGRADOURO_NAO_CAD;51ª CIA PM;SANTA MONICA DOIS;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;SANTA MONICA II;BAIRRO_NAO_CAD;51ª CIA PM;SANTA MONICA DOIS;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
ITAUNA;ITAUNENSE II;BAIRRO_NAO_CAD;51ª CIA PM;ITAUNENSE;URBANO;SANTANENSE MORADA NOVA;;23.51.3;
ITAUNA;BATATA SHOW;PONTO_REF;51ª CIA PM;CENTRO;URBANO;CENTRO PADRE EUSTAQUIO;;23.51.1;
NOVA SERRANA;INHAME;LOGRADOURO_NAO_CAD;280ª CIA PM;ZONA RURAL;RURAL;ZONA RURAL;ZONA RURAL;60.279.1;ZONA RUAL 279ª CIA PM
NOVA SERRANA;FAUSO PINTO DA FONSECA;BAIRRO_NAO_CAD;279ª CIA PM;FAUSTO PINTO DA FONSECA;URBANO;ROMEU DUARTE;FAUSTO PINTO DA FONSECA;60.279.1;
NOVA SERRANA;SANTA TERESA;BAIRRO_NAO_CAD;280ª CIA PM;SANTA TEREZA;URBANO;SANTA SARA;PLANALTO;60.280.2;
NOVA SERRANA;JEFERSON BATISTA DE FREEITAS;BAIRRO_NAO_CAD;279ª CIA PM;JEFFERSON BATISTA DE FREITAS;URBANO;ROMEU DUARTE;JEFFERSON BATISTA DE FREITAS;60.280.1;
NOVA SERRANA;Nossa Senhora Costa e Silva;BAIRRO_NAO_CAD;279ª CIA PM;NOSSA SENHORA COSTA E SILVA;URBANO;ROMEU DUARTE;ARAGUAIA;60.279.1;
NOVA SERRANA;WALDOMIRO AMARAL;LOGRADOURO;279ª CIA PM;JARDIM SÃO FRANCISCO;URBANO;ROMEU DUARTE;ROMEU DUARTE;60.279.1;
NOVA SERRANA;GAMAS - RUA PROCOPIO FIRMINO;MATO GROSSO;280ª CIA PM;ZONA RURAL;RURAL;ZONA RURAL;ZONA RURAL;60.280.2;
NOVA SERRANA;SAO JOAO DEL REY;LOGRADOURO_NAO_CAD;280ª CIA PM;NOVO HORIZONTE;URBANO;CONCESSO ELIAS;NOVO HORIZONTE;60.280.1;
DIVINOPOLIS;HELENO RAMOS FREITAS;BAIRRO_NAO_CAD;142ª CIA PM;HELENO RAMOS FREITAS;URBANO;PORTO VELHO;VALE DO SOL;23.142.1;
DIVINOPOLIS;povoado dos costas;BAIRRO_NAO_CAD;139ª CIA PM;COSTAS;RURAL;PLANALTO;ERMIDA;23.139.2;
DIVINOPOLIS;SIDIL;BAIRRO_NAO_CAD;53ª CIA PM;SIDIL;URBANO;HIPER CENTRO;SIDIL;23.53.1;
DIVINOPOLIS;atras do polivalente;PONTO_REF;139ª CIA PM;SAO MIGUEL;URBANO;SAO JOSE;CATALAO;23.139.1;
DIVINOPOLIS;ANTONIO GONTIJO DE AZEVEDO;LOGRADOURO_NAO_CAD;142ª CIA PM;DAVANUSE;URBANO;PORTO VELHO;VALE DO SOL;23.142.1;
DIVINOPOLIS;SOLDADO JOAQUIM GONCALVES;LOGRADOURO_NAO_CAD;139ª CIA PM;ITACOLOMI;URBANO;SAO JOSE;BELVEDERE;23.139.1;
DIVINOPOLIS;ALCEU AMOROSO LIMA;LOGRADOURO_NAO_CAD;139ª CIA PM;CHANADOUR;URBANO;SAO JOSE;BELVEDERE;23.139.1;
DIVINOPOLIS;ANTONIO DE OLIVEIRA CASTRO;LOGRADOURO_NAO_CAD;142ª CIA PM;HELENO RAMOS FREITAS;URBANO;PORTO VELHO;VALE DO SOL;23.142.1;
DIVINOPOLIS;JULIO NOGUEIRA;LOGRADOURO_NAO_CAD;139ª CIA PM;BELA VISTA;URBANO;SAO JOSE;BELVEDERE;23.139.1;
DIVINOPOLIS;BORIO;LOGRADOURO_NAO_CAD;142ª CIA PM;NITEROI;URBANO;NITEROI;SAO JOAO DE DEUS;23.142.2;
DIVINOPOLIS;jesus joao do veu;LOGRADOURO_NAO_CAD;139ª CIA PM;COSTAS;RURAL;PLANALTO;ERMIDA;23.139.2;
DIVINOPOLIS;BATISTAS;LOGRADOURO_NAO_CAD;53ª CIA PM;IPIRANGA;URBANO;ALTO GOIAS;LP PEREIRA;23.53.3;
