Código Grupo;Descrição Grupo;Código Classe;Descrição Classe;Código Subclasse;Descrição Subclasse
X00000;COORDENACAO E CONTROLE OPERACIONAL E ADMINISTRATIVO;X06000;EMPENHO DE VIATURA NO SERVICO DE INTELIGENCIA;X06000;EMPENHO DE VIATURA NO SERVICO DE INTELIGENCIA
X00000;COORDENACAO E CONTROLE OPERACIONAL E ADMINISTRATIVO;X07000;EMPENHO DE VIATURA NO SERVICO DE INVESTIGACAO;X07000;EMPENHO DE VIATURA NO SERVICO DE INVESTIGACAO
X00000;COORDENACAO E CONTROLE OPERACIONAL E ADMINISTRATIVO;X08000;ACOMPANHAMENTO DE BOMBEIRO MILITAR/MILITAR/POLICIAL/OUTRA AU;X08000;ACOMPANHAMENTO DE BOMBEIRO MILITAR/MILITAR/POLICIAL/OUTRA AU
X00000;COORDENACAO E CONTROLE OPERACIONAL E ADMINISTRATIVO;X99000;OUTROS TIPOS DE ACOES DE COORDENACAO E CONTROLE;X99000;OUTROS ACOES COORD/CONTROLE
X00000;COORDENACAO E CONTROLE OPERACIONAL E ADMINISTRATIVO;X99000;OUTROS TIPOS DE ACOES DE COORDENACAO E CONTROLE;X99000;OUTROS TIPOS DE ACOES DE COORDENACAO E CONTROLE
Y00000;OPERACOES DE DEFESA SOCIAL;Y01000;PARADA OBRIGATORIA;Y01001;PARADA OBRIGATORIA TAXI
Y00000;OPERACOES DE DEFESA SOCIAL;Y01000;PARADA OBRIGATORIA;Y01001;OPERACOES POLICIAIS RELATIVO A TAXI
Y00000;OPERACOES DE DEFESA SOCIAL;Y01000;PARADA OBRIGATORIA;Y01002;PARADA OBRIGATORIA ONIBUS
Y00000;OPERACOES DE DEFESA SOCIAL;Y01000;PARADA OBRIGATORIA;Y01002;OPERACOES POLICIAIS RELATIVO A ONIBUS
Y00000;OPERACOES DE DEFESA SOCIAL;Y01000;PARADA OBRIGATORIA;Y01003;PARADA OBRIGATORIA MOTOCICLETA
Y00000;OPERACOES DE DEFESA SOCIAL;Y01000;PARADA OBRIGATORIA;Y01003;OPERACOES POLICIAIS RELATIVO A MOTOCICLETA
Y00000;OPERACOES DE DEFESA SOCIAL;Y01000;PARADA OBRIGATORIA;Y01999;PARADA OBRIGATORIA QUALQUER VEICULO
Y00000;OPERACOES DE DEFESA SOCIAL;Y01000;PARADA OBRIGATORIA;Y01999;OPERACOES POLICIAIS A OUTRO TIPO DE VEICULO
Y00000;OPERACOES DE DEFESA SOCIAL;Y02000;OPERACOES DE COMBATE AO CRIME ORGANIZADO;Y02001;OPERACAO FRONTEIRA
Y00000;OPERACOES DE DEFESA SOCIAL;Y02000;OPERACOES DE COMBATE AO CRIME ORGANIZADO;Y02002;OPERACAO ANTIDROGAS
Y00000;OPERACOES DE DEFESA SOCIAL;Y02000;OPERACOES DE COMBATE AO CRIME ORGANIZADO;Y02003;OPERACAO DESMANCHE
Y00000;OPERACOES DE DEFESA SOCIAL;Y02000;OPERACOES DE COMBATE AO CRIME ORGANIZADO;Y02004;OPERACAO COMBATE A JOGOS DE AZAR ILEGAIS
Y00000;OPERACOES DE DEFESA SOCIAL;Y02000;OPERACOES DE COMBATE AO CRIME ORGANIZADO;Y02005;OPERACAO COMBATE AO CONTRABANDO / DESCAMINHO
Y00000;OPERACOES DE DEFESA SOCIAL;Y02000;OPERACOES DE COMBATE AO CRIME ORGANIZADO;Y02006;OPERACOES EM AEROPORTO/AERODROMO CLANDESTINO
Y00000;OPERACOES DE DEFESA SOCIAL;Y02000;OPERACOES DE COMBATE AO CRIME ORGANIZADO;Y02007;OPERACAO DE COMBATE FURTO / ROUBO/DESVIO VEICULOS CARGA
Y00000;OPERACOES DE DEFESA SOCIAL;Y02000;OPERACOES DE COMBATE AO CRIME ORGANIZADO;Y02999;OUTRAS OPERACAO COMBATE AO CRIME ORGANIZADO
Y00000;OPERACOES DE DEFESA SOCIAL;Y03000;OPERACAO DE POLICIAMENTO VELADO;Y03000;OPERACAO DE POLICIAMENTO VELADO
Y00000;OPERACOES DE DEFESA SOCIAL;Y04000;OPERACOES POLICIAIS DE TRANSITO;Y04001;CARGA-PESADA
Y00000;OPERACOES DE DEFESA SOCIAL;Y04000;OPERACOES POLICIAIS DE TRANSITO;Y04001;OPERACAO CARGA PESADA
Y00000;OPERACOES DE DEFESA SOCIAL;Y04000;OPERACOES POLICIAIS DE TRANSITO;Y04002;OPERACAO ROTATIVO
Y00000;OPERACOES DE DEFESA SOCIAL;Y04000;OPERACOES POLICIAIS DE TRANSITO;Y04003;OPERACAO CONTROLE DE VELOCIDADE
Y00000;OPERACOES DE DEFESA SOCIAL;Y04000;OPERACOES POLICIAIS DE TRANSITO;Y04004;OPERACAO VARREDURA DE TRANSITO
Y00000;OPERACOES DE DEFESA SOCIAL;Y04000;OPERACOES POLICIAIS DE TRANSITO;Y04005;OPERACAO RESTRICAO LATERAL
Y00000;OPERACOES DE DEFESA SOCIAL;Y04000;OPERACOES POLICIAIS DE TRANSITO;Y04006;OPERACAO OXIGENIO
Y00000;OPERACOES DE DEFESA SOCIAL;Y04000;OPERACOES POLICIAIS DE TRANSITO;Y04007;OPERACAO FERIAS / FERIADO
Y00000;OPERACOES DE DEFESA SOCIAL;Y04000;OPERACOES POLICIAIS DE TRANSITO;Y04008;TRANSPORTE SEGURO
Y00000;OPERACOES DE DEFESA SOCIAL;Y04000;OPERACOES POLICIAIS DE TRANSITO;Y04008;OPERACAO TRANSPORTE SEGURO
Y00000;OPERACOES DE DEFESA SOCIAL;Y04000;OPERACOES POLICIAIS DE TRANSITO;Y04009;TRANSITO SEGURO
Y00000;OPERACOES DE DEFESA SOCIAL;Y04000;OPERACOES POLICIAIS DE TRANSITO;Y04009;OPERACAO TRANSITO SEGURO
Y00000;OPERACOES DE DEFESA SOCIAL;Y04000;OPERACOES POLICIAIS DE TRANSITO;Y04010;FISCALIZACAO DE TAXI E ESCOLAR
Y00000;OPERACOES DE DEFESA SOCIAL;Y04000;OPERACOES POLICIAIS DE TRANSITO;Y04010;OPERACAO DE FISCALIZACAO DE TAXI / ESCOLAR
Y00000;OPERACOES DE DEFESA SOCIAL;Y04000;OPERACOES POLICIAIS DE TRANSITO;Y04011;BLITZ DE TRANSITO
Y00000;OPERACOES DE DEFESA SOCIAL;Y04000;OPERACOES POLICIAIS DE TRANSITO;Y04011;OPERACAO DE FISCALIZACAO DE TRANSITO
Y00000;OPERACOES DE DEFESA SOCIAL;Y04000;OPERACOES POLICIAIS DE TRANSITO;Y04012;OPERACAO LEI SECA
Y00000;OPERACOES DE DEFESA SOCIAL;Y04000;OPERACOES POLICIAIS DE TRANSITO;Y04013;OPERAÇÃO DE FISCALIZAÇÃO DE TRANSPORTE ILEGAL DE PASSAGEIROS
Y00000;OPERACOES DE DEFESA SOCIAL;Y04000;OPERACOES POLICIAIS DE TRANSITO;Y04999;OUTRAS OPERACAO POLICIAL DE TRANSITO
Y00000;OPERACOES DE DEFESA SOCIAL;Y05000;PESCA;Y05001;PESCA EMBARCADA
Y00000;OPERACOES DE DEFESA SOCIAL;Y05000;PESCA;Y05002;PESCA DESEMBARCADA
Y00000;OPERACOES DE DEFESA SOCIAL;Y05000;PESCA;Y05003;PESCA EM ESTABELECIMENTO COMERCIAL/FEIRA
Y00000;OPERACOES DE DEFESA SOCIAL;Y05000;PESCA;Y05004;FAUNA
Y00000;OPERACOES DE DEFESA SOCIAL;Y05000;PESCA;Y05005;FLORA, EM LOCAIS DE DESMATE
Y00000;OPERACOES DE DEFESA SOCIAL;Y05000;PESCA;Y05006;FLORA
Y00000;OPERACOES DE DEFESA SOCIAL;Y05000;PESCA;Y05007;FLORA EM EMPRESA/ESTABELECIMENTO COMERCIAL
Y00000;OPERACOES DE DEFESA SOCIAL;Y05000;PESCA;Y05008;FISCALIZACAO AMBIENTAL EM VIAS TERRETRES
Y00000;OPERACOES DE DEFESA SOCIAL;Y05000;PESCA;Y05009;ATIVIDADE DE MINERACAO
Y00000;OPERACOES DE DEFESA SOCIAL;Y05000;PESCA;Y05010;PROCESSO DE DESMATE (VISTORIA)
Y00000;OPERACOES DE DEFESA SOCIAL;Y05000;PESCA;Y05011;PESCA EMBARCADA DIURNA
Y00000;OPERACOES DE DEFESA SOCIAL;Y05000;PESCA;Y05012;PESCA EMBARCADA NOTURNA
Y00000;OPERACOES DE DEFESA SOCIAL;Y05000;PESCA;Y05013;PESCA DESEMBARCADA DIURNA
Y00000;OPERACOES DE DEFESA SOCIAL;Y05000;PESCA;Y05014;PESCA DESEMBARCADA NOTURNA
Y00000;OPERACOES DE DEFESA SOCIAL;Y05000;PESCA;Y05015;COMERCIO DE PESCADO
Y00000;OPERACOES DE DEFESA SOCIAL;Y05000;PESCA;Y05016;COMERCIO DE PETRECHO DE PESCA
Y00000;OPERACOES DE DEFESA SOCIAL;Y05000;PESCA;Y05017;AQUICULTURA E PESQUE-PAGUE
Y00000;OPERACOES DE DEFESA SOCIAL;Y05000;PESCA;Y05018;APOIO A OUTROS ORGAOS
Y00000;OPERACOES DE DEFESA SOCIAL;Y05000;PESCA;Y05099;OUTRAS OPERACOES DE PESCA
Y00000;OPERACOES DE DEFESA SOCIAL;Y06000;ATENDER DENUNCIA DE DEGRADACAO AMBIENTAL;Y06001;PESCA IRREGULAR
Y00000;OPERACOES DE DEFESA SOCIAL;Y06000;ATENDER DENUNCIA DE DEGRADACAO AMBIENTAL;Y06002;FAUNA
Y00000;OPERACOES DE DEFESA SOCIAL;Y06000;ATENDER DENUNCIA DE DEGRADACAO AMBIENTAL;Y06003;FLORA
Y00000;OPERACOES DE DEFESA SOCIAL;Y06000;ATENDER DENUNCIA DE DEGRADACAO AMBIENTAL;Y06004;MINERACAO
Y00000;OPERACOES DE DEFESA SOCIAL;Y06000;ATENDER DENUNCIA DE DEGRADACAO AMBIENTAL;Y06005;POLUICAO AMBIENTAL
Y00000;OPERACOES DE DEFESA SOCIAL;Y06000;ATENDER DENUNCIA DE DEGRADACAO AMBIENTAL;Y06006;DEGRADACAO AMBIENTAL
Y00000;OPERACOES DE DEFESA SOCIAL;Y06000;ATENDER DENUNCIA DE DEGRADACAO AMBIENTAL;Y06099;OUTROS ATENDIMENTOS DE DENUNCIAS
Y00000;OPERACOES DE DEFESA SOCIAL;Y07000;OPERACOES POLICIAIS DIVERSAS;Y07001;BATIDA POLICIAL
Y00000;OPERACOES DE DEFESA SOCIAL;Y07000;OPERACOES POLICIAIS DIVERSAS;Y07001;OPERACAO DE BATIDA POLICIAL
Y00000;OPERACOES DE DEFESA SOCIAL;Y07000;OPERACOES POLICIAIS DIVERSAS;Y07002;OPERACAO PRESENCA
Y00000;OPERACOES DE DEFESA SOCIAL;Y07000;OPERACOES POLICIAIS DIVERSAS;Y07003;INCURSAO EM ZONA QUENTE DE CRIMINALIDADE
Y00000;OPERACOES DE DEFESA SOCIAL;Y07000;OPERACOES POLICIAIS DIVERSAS;Y07003;OPERACAO DE INCURSAO EM ZONA QUENTE DE CRIMINALIDADE
Y00000;OPERACOES DE DEFESA SOCIAL;Y07000;OPERACOES POLICIAIS DIVERSAS;Y07004;CERCO / BLOQUEIO / INTERCEPTACAO
Y00000;OPERACOES DE DEFESA SOCIAL;Y07000;OPERACOES POLICIAIS DIVERSAS;Y07004;OPERACAO DE CERCO / BLOQUEIO / INTERCEPTACAO
Y00000;OPERACOES DE DEFESA SOCIAL;Y07000;OPERACOES POLICIAIS DIVERSAS;Y07005;OCUPACAO DE PONTOS CRITICOS DE ZQC
Y00000;OPERACOES DE DEFESA SOCIAL;Y07000;OPERACOES POLICIAIS DIVERSAS;Y07005;OPERACAO DE OCUPACAO DE PTOS DE ZONA QUENTE DE CRIMINALIDADE
Y00000;OPERACOES DE DEFESA SOCIAL;Y07000;OPERACOES POLICIAIS DIVERSAS;Y07006;BUSCA/REVISTA EM ESTABELECIMENTOS PRISIONAIS
Y00000;OPERACOES DE DEFESA SOCIAL;Y07000;OPERACOES POLICIAIS DIVERSAS;Y07006;OPERACAO DE BUSCA / REVISTA EM ESTABELECIMENTOS PRISIONAIS
Y00000;OPERACOES DE DEFESA SOCIAL;Y07000;OPERACOES POLICIAIS DIVERSAS;Y07007;OPERACAO PROTEJA SEU BAIRRO
Y00000;OPERACOES DE DEFESA SOCIAL;Y07000;OPERACOES POLICIAIS DIVERSAS;Y07008;BUSCA / VISTORIA ANTI-BOMBAS
Y00000;OPERACOES DE DEFESA SOCIAL;Y07000;OPERACOES POLICIAIS DIVERSAS;Y07008;OPERACAO DE BUSCA / VISTORIA ANTI-BOMBAS
Y00000;OPERACOES DE DEFESA SOCIAL;Y07000;OPERACOES POLICIAIS DIVERSAS;Y07009;OPERACAO MINAS EM SEGURANCA
Y00000;OPERACOES DE DEFESA SOCIAL;Y07000;OPERACOES POLICIAIS DIVERSAS;Y07010;OPERACAO DIVISA SEGURA
Y00000;OPERACOES DE DEFESA SOCIAL;Y07000;OPERACOES POLICIAIS DIVERSAS;Y07010;OPERACAO DIVISAS SEGURAS
Y00000;OPERACOES DE DEFESA SOCIAL;Y07000;OPERACOES POLICIAIS DIVERSAS;Y07011;OPERACAO IMPACTO
Y00000;OPERACOES DE DEFESA SOCIAL;Y07000;OPERACOES POLICIAIS DIVERSAS;Y07999;OUTRAS OPERACOES POLICIAIS DIVERSAS
Y00000;OPERACOES DE DEFESA SOCIAL;Y08000;ESCOLTAS DE;Y08001;ESCOLTAS DE PRESOS
Y00000;OPERACOES DE DEFESA SOCIAL;Y08000;ESCOLTAS DE;Y08002;ESCOLTAS DE AUTORIDADES
Y00000;OPERACOES DE DEFESA SOCIAL;Y08000;ESCOLTAS DE;Y08003;ESCOLTAS DE AGREMIACOES / CLUBES
Y00000;OPERACOES DE DEFESA SOCIAL;Y08000;ESCOLTAS DE;Y08004;ESCOLTAS DE CORTEJO FUNEBRE
Y00000;OPERACOES DE DEFESA SOCIAL;Y08000;ESCOLTAS DE;Y08005;ESCOLTAS DE TRANSPORTE DE BENS / VALORES
Y00000;OPERACOES DE DEFESA SOCIAL;Y08000;ESCOLTAS DE;Y08006;ESCOLTA DE TRANSPORTE DE TORCEDOR (COLETIVO)
Y00000;OPERACOES DE DEFESA SOCIAL;Y08000;ESCOLTAS DE;Y08006;ESCOLTAS DE TRANSPORTE DE TORCEDORES
Y00000;OPERACOES DE DEFESA SOCIAL;Y08000;ESCOLTAS DE;Y08007;ESCOLTAS DE CARREATA / PASSEATA
Y00000;OPERACOES DE DEFESA SOCIAL;Y08000;ESCOLTAS DE;Y08007;ESCOLTAS DE CARREATA
Y00000;OPERACOES DE DEFESA SOCIAL;Y08000;ESCOLTAS DE;Y08008;ESCOLTAS DE TRANSPORTE DE ARMAMENTO
Y00000;OPERACOES DE DEFESA SOCIAL;Y08000;ESCOLTAS DE;Y08009;ESCOLTAS DE VITIMAS E TESTEMUNHAS AMEACADAS
Y00000;OPERACOES DE DEFESA SOCIAL;Y08000;ESCOLTAS DE;Y08010;ESCOLTAS DE CARGA INDIVISIVEL
Y00000;OPERACOES DE DEFESA SOCIAL;Y08000;ESCOLTAS DE;Y08999;OUTRAS ESCOLTAS
Y00000;OPERACOES DE DEFESA SOCIAL;Y09000;POLICIAMENTOS ESPECIAIS;Y09001;POLICIAMENTOS ESPECIAIS EVENTO ESPORTIVO
Y00000;OPERACOES DE DEFESA SOCIAL;Y09000;POLICIAMENTOS ESPECIAIS;Y09001;POLICIAMENTO DE EVENTO ESPORTIVO
Y00000;OPERACOES DE DEFESA SOCIAL;Y09000;POLICIAMENTOS ESPECIAIS;Y09003;POLICIAMENTO ESPECIAL BAILE/SIMILAR
Y00000;OPERACOES DE DEFESA SOCIAL;Y09000;POLICIAMENTOS ESPECIAIS;Y09003;POLICIAMENTO DE BAILE, FESTA, FEIRA OU SHOW ARTISTICO
Y00000;OPERACOES DE DEFESA SOCIAL;Y09000;POLICIAMENTOS ESPECIAIS;Y09004;POLICIAMENTO ESPECIAL ELEICAO / VOTACAO
Y00000;OPERACOES DE DEFESA SOCIAL;Y09000;POLICIAMENTOS ESPECIAIS;Y09004;POLICIAMENTO DE ELEICAO / VOTACAO
Y00000;OPERACOES DE DEFESA SOCIAL;Y09000;POLICIAMENTOS ESPECIAIS;Y09005;POLICIAMENTO ESPECIAL COMICIO
Y00000;OPERACOES DE DEFESA SOCIAL;Y09000;POLICIAMENTOS ESPECIAIS;Y09005;POLICIAMENTO DE COMICIO
Y00000;OPERACOES DE DEFESA SOCIAL;Y09000;POLICIAMENTOS ESPECIAIS;Y09006;POLICIAMENTO ESPECIAL EVENTO RELIGIOSO
Y00000;OPERACOES DE DEFESA SOCIAL;Y09000;POLICIAMENTOS ESPECIAIS;Y09006;POLICIAMENTO DE EVENTO RELIGIOSO
Y00000;OPERACOES DE DEFESA SOCIAL;Y09000;POLICIAMENTOS ESPECIAIS;Y09007;POLICIAMENTO ESPECIAL MANIFESTACAO GREVE/POVO
Y00000;OPERACOES DE DEFESA SOCIAL;Y09000;POLICIAMENTOS ESPECIAIS;Y09007;POLICIAMENTO DE MANIFESTACAO GREVISTA / POPULAR
Y00000;OPERACOES DE DEFESA SOCIAL;Y09000;POLICIAMENTOS ESPECIAIS;Y09999;OUTROS POLICIAMENTO ESPECIAL
Y00000;OPERACOES DE DEFESA SOCIAL;Y10000;OPERACAO CUMPRIMENTO DE MANDADO E COBERTURA POLICIAL;Y10001;MANDADO BUSCA/APREENSAO OBJETOS/PESSOAS
Y00000;OPERACOES DE DEFESA SOCIAL;Y10000;OPERACAO CUMPRIMENTO DE MANDADO E COBERTURA POLICIAL;Y10001;CUMPRIMENTO DE BUSCA E APREENSAO DE OBJETOS, PES ..
Y00000;OPERACOES DE DEFESA SOCIAL;Y10000;OPERACAO CUMPRIMENTO DE MANDADO E COBERTURA POLICIAL;Y10001;BUSCA E APREENSAO DE OBJETOS/PESSOAS/ANIMAIS
Y00000;OPERACOES DE DEFESA SOCIAL;Y10000;OPERACAO CUMPRIMENTO DE MANDADO E COBERTURA POLICIAL;Y10002;MANDADO DE INTIMACAO
Y00000;OPERACOES DE DEFESA SOCIAL;Y10000;OPERACAO CUMPRIMENTO DE MANDADO E COBERTURA POLICIAL;Y10002;CUMPRIMENTO DE INTIMACAO
Y00000;OPERACOES DE DEFESA SOCIAL;Y10000;OPERACAO CUMPRIMENTO DE MANDADO E COBERTURA POLICIAL;Y10002;INTIMACAO
Y00000;OPERACOES DE DEFESA SOCIAL;Y10000;OPERACAO CUMPRIMENTO DE MANDADO E COBERTURA POLICIAL;Y10003;MANDADO DE PRISAO
Y00000;OPERACOES DE DEFESA SOCIAL;Y10000;OPERACAO CUMPRIMENTO DE MANDADO E COBERTURA POLICIAL;Y10003;CUMPRIMENTO DE PRISAO
Y00000;OPERACOES DE DEFESA SOCIAL;Y10000;OPERACAO CUMPRIMENTO DE MANDADO E COBERTURA POLICIAL;Y10003;PRISAO
Y00000;OPERACOES DE DEFESA SOCIAL;Y10000;OPERACAO CUMPRIMENTO DE MANDADO E COBERTURA POLICIAL;Y10004;MANDADO DE REINTEGRACAO DE POSSE / ACAO DE DESPEJO
Y00000;OPERACOES DE DEFESA SOCIAL;Y10000;OPERACAO CUMPRIMENTO DE MANDADO E COBERTURA POLICIAL;Y10004;REINTEGRACAO DE POSSE DE IMOVEL E/OU ACAO DE DESPEJO
Y00000;OPERACOES DE DEFESA SOCIAL;Y10000;OPERACAO CUMPRIMENTO DE MANDADO E COBERTURA POLICIAL;Y10005;MANDADO DE FORAGIDO DA JUSTICA
Y00000;OPERACOES DE DEFESA SOCIAL;Y10000;OPERACAO CUMPRIMENTO DE MANDADO E COBERTURA POLICIAL;Y10006;CONDUCAO COERCITIVA MEDIANTE REQUISCAO
Y00000;OPERACOES DE DEFESA SOCIAL;Y10000;OPERACAO CUMPRIMENTO DE MANDADO E COBERTURA POLICIAL;Y10007;COBERTURA POLICIAL A FISCALIZACAO FAZENDARIA
Y00000;OPERACOES DE DEFESA SOCIAL;Y10000;OPERACAO CUMPRIMENTO DE MANDADO E COBERTURA POLICIAL;Y10008;COBERTURA POLICIAL A PREFEITURAS
Y00000;OPERACOES DE DEFESA SOCIAL;Y10000;OPERACAO CUMPRIMENTO DE MANDADO E COBERTURA POLICIAL;Y10009;COBERTURA POLICIAL A ORGAOS POLICIAIS / PENITENCIARIOS
Y00000;OPERACOES DE DEFESA SOCIAL;Y10000;OPERACAO CUMPRIMENTO DE MANDADO E COBERTURA POLICIAL;Y10010;REQUISICAO FORCA PELA AUT. JUDICIARIA / MINISTERIO PUB
Y00000;OPERACOES DE DEFESA SOCIAL;Y10000;OPERACAO CUMPRIMENTO DE MANDADO E COBERTURA POLICIAL;Y10999;OUTROS TIPOS DE COBERTURA POLICIAL
Y00000;OPERACOES DE DEFESA SOCIAL;Y11000;OPERACOES RELATIVAS A FAUNA;Y11001;FISCALIZACAO DO TRAFICO DE ANIMAIS SILVESTRES
Y00000;OPERACOES DE DEFESA SOCIAL;Y11000;OPERACOES RELATIVAS A FAUNA;Y11002;FISCALIZACAO TRANSP ANIMAL PROD FAUNA ROD/FERRO/FLUVIAL
Y00000;OPERACOES DE DEFESA SOCIAL;Y11000;OPERACOES RELATIVAS A FAUNA;Y11003;FISCALIZACAO DO COMERCIO DE ANIMAIS SILVESTRES
Y00000;OPERACOES DE DEFESA SOCIAL;Y11000;OPERACOES RELATIVAS A FAUNA;Y11004;FISCALIZACAO DE CRIADOR AMADORISTA DE PASSERIFORMES
Y00000;OPERACOES DE DEFESA SOCIAL;Y11000;OPERACOES RELATIVAS A FAUNA;Y11005;FISCALIZACAO DA POSSE ILEGAL DE ANIMAIS SILVESTRES
Y00000;OPERACOES DE DEFESA SOCIAL;Y11000;OPERACOES RELATIVAS A FAUNA;Y11006;FISCALIZACAO DE MAUS TRATOS A ANIMAIS
Y00000;OPERACOES DE DEFESA SOCIAL;Y11000;OPERACOES RELATIVAS A FAUNA;Y11007;FISCALIZACAO CRIADOR ANIMAIS SILVESTRES
Y00000;OPERACOES DE DEFESA SOCIAL;Y11000;OPERACOES RELATIVAS A FAUNA;Y11008;COMBATE A CACA E CAPTURA DE ANIMAIS SILVESTRES
Y00000;OPERACOES DE DEFESA SOCIAL;Y11000;OPERACOES RELATIVAS A FAUNA;Y11009;PROTECAO AOS LOCAIS DE PROCRIACAO DA FAUNA SILVESTRE
Y00000;OPERACOES DE DEFESA SOCIAL;Y11000;OPERACOES RELATIVAS A FAUNA;Y11010;FISCALIZACAO COMERCIO ILEGAL PRODUTOS FAUNA
Y00000;OPERACOES DE DEFESA SOCIAL;Y11000;OPERACOES RELATIVAS A FAUNA;Y11011;APOIO A OUTROS ORGAOS
Y00000;OPERACOES DE DEFESA SOCIAL;Y11000;OPERACOES RELATIVAS A FAUNA;Y11999;OUTROS TIPOS DE OPERACOES RELATIVAS A FAUNA
Y00000;OPERACOES DE DEFESA SOCIAL;Y12000;OPERACOES RELATIVAS A FLORA;Y12001;FISCALIZACAO DE LOCAIS DE DESMATE
Y00000;OPERACOES DE DEFESA SOCIAL;Y12000;OPERACOES RELATIVAS A FLORA;Y12002;FISCALIZACAO DE PROCESSOS DE DESMATE
Y00000;OPERACOES DE DEFESA SOCIAL;Y12000;OPERACOES RELATIVAS A FLORA;Y12003;FISCALIZACAO DO TRANSPORTE DE CARVAO
Y00000;OPERACOES DE DEFESA SOCIAL;Y12000;OPERACOES RELATIVAS A FLORA;Y12004;FISCALIZACAO DO TRANSPORTE DE LENHA
Y00000;OPERACOES DE DEFESA SOCIAL;Y12000;OPERACOES RELATIVAS A FLORA;Y12005;FISCALIZACAO TRANSP ILEGAL PROD FLOREST EX LENHA/CARVAO
Y00000;OPERACOES DE DEFESA SOCIAL;Y12000;OPERACOES RELATIVAS A FLORA;Y12006;FISCALIZACAO DO CONSUMO E ARMAZENAMENTO DE CARVAO
Y00000;OPERACOES DE DEFESA SOCIAL;Y12000;OPERACOES RELATIVAS A FLORA;Y12007;FISCALIZACAO DO CONSUMO E ARMAZENAMENTO DE LENHA
Y00000;OPERACOES DE DEFESA SOCIAL;Y12000;OPERACOES RELATIVAS A FLORA;Y12008;FISCALIZACAO ARMAZEM COMERCIO CARVAO P/ USO DOMESTICO
Y00000;OPERACOES DE DEFESA SOCIAL;Y12000;OPERACOES RELATIVAS A FLORA;Y12009;FISCALIZACAO CONSUMO/COMERCIO PROD FLORESTA EXC CARVAO
Y00000;OPERACOES DE DEFESA SOCIAL;Y12000;OPERACOES RELATIVAS A FLORA;Y12010;FISCALIZACAO PREVENTIVA CONTRA QUEIMADA
Y00000;OPERACOES DE DEFESA SOCIAL;Y12000;OPERACOES RELATIVAS A FLORA;Y12011;FISCALIZACAO CORTE/DANO DE PLANTAS LOCAL PUB/PRIVADA
Y00000;OPERACOES DE DEFESA SOCIAL;Y12000;OPERACOES RELATIVAS A FLORA;Y12012;FISCALIZACAO PREVENTIVA EM UNIDADES DE CONSERVACAO
Y00000;OPERACOES DE DEFESA SOCIAL;Y12000;OPERACOES RELATIVAS A FLORA;Y12013;FISCALIZACAO PREVENTIVA NA ZONA RURAL
Y00000;OPERACOES DE DEFESA SOCIAL;Y12000;OPERACOES RELATIVAS A FLORA;Y12014;APOIO A OUTROS ORGAOS
Y00000;OPERACOES DE DEFESA SOCIAL;Y12000;OPERACOES RELATIVAS A FLORA;Y12999;OUTROS TIPOS DE OPERACOES RELATIVAS A FLORA
Y00000;OPERACOES DE DEFESA SOCIAL;Y13000;OPERACOES RELATIVASAOS RECURSOS HIDRICOS;Y13001;CAPTACOES DE AGUA
Y00000;OPERACOES DE DEFESA SOCIAL;Y13000;OPERACOES RELATIVASAOS RECURSOS HIDRICOS;Y13002;FISCALIZACAO DE IRRIGACAO
Y00000;OPERACOES DE DEFESA SOCIAL;Y13000;OPERACOES RELATIVASAOS RECURSOS HIDRICOS;Y13003;FISCALIZACAO DE DESVIOS DE CURSO DAGUA
Y00000;OPERACOES DE DEFESA SOCIAL;Y13000;OPERACOES RELATIVASAOS RECURSOS HIDRICOS;Y13004;FISCALIZACAO DE REPRESAMENTO DE CURSOS DAGUA
Y00000;OPERACOES DE DEFESA SOCIAL;Y13000;OPERACOES RELATIVASAOS RECURSOS HIDRICOS;Y13005;FISCALIZACAO DE OUTORGA
Y00000;OPERACOES DE DEFESA SOCIAL;Y13000;OPERACOES RELATIVASAOS RECURSOS HIDRICOS;Y13006;FISCALIZACAO DE POLUICAO DE RECURSOS HIDRICOS
Y00000;OPERACOES DE DEFESA SOCIAL;Y13000;OPERACOES RELATIVASAOS RECURSOS HIDRICOS;Y13007;APOIO A OUTROS ORGAOS
Y00000;OPERACOES DE DEFESA SOCIAL;Y13000;OPERACOES RELATIVASAOS RECURSOS HIDRICOS;Y13999;OUTROS TIPOS DE OPERACOES RELATIVAS A RECURSOS HIDRICOS
Y00000;OPERACOES DE DEFESA SOCIAL;Y14000;OPERACOES RELATIVAS AO MEIO AMBIENTE;Y14001;FISCALIZACAO DE GARIMPO DE METAIS E PEDRAS PRECIOSAS
Y00000;OPERACOES DE DEFESA SOCIAL;Y14000;OPERACOES RELATIVAS AO MEIO AMBIENTE;Y14002;FISCALIZACAO DA EXTRACAO DE MINERIO DE FERRO
Y00000;OPERACOES DE DEFESA SOCIAL;Y14000;OPERACOES RELATIVAS AO MEIO AMBIENTE;Y14003;FISCALIZACAO DA EXTRACAO DE AREIA/CASCALHO/ARGILA
Y00000;OPERACOES DE DEFESA SOCIAL;Y14000;OPERACOES RELATIVAS AO MEIO AMBIENTE;Y14004;FISCALIZACAO DE ATIVIDADE MINERARIA
Y00000;OPERACOES DE DEFESA SOCIAL;Y14000;OPERACOES RELATIVAS AO MEIO AMBIENTE;Y14005;FISCALIZACAO DE INDUSTRIA METALURGICA
