Número REDS;Órgão Unidade Registro
2019-013419071-001;POLICIA MILITAR
2018-031604510-001;POLICIA MILITAR
2019-004274472-001;POLICIA MILITAR
2019-023554100-001;POLICIA CIVIL
2018-054639755-001;POLICIA MILITAR
2018-007506446-001;POLICIA MILITAR
2019-057415194-001;POLICIA MILITAR
2018-038268400-001;POLICIA MILITAR
2018-039884724-001;POLICIA MILITAR
2019-042432169-001;POLICIA MILITAR
2019-023004195-001;POLICIA MILITAR
2019-001304910-001;POLICIA MILITAR
2018-026949370-001;POLICIA MILITAR
2018-038674638-001;POLICIA MILITAR
2018-003114658-001;POLICIA MILITAR
2018-012005911-001;POLICIA MILITAR
2018-036047604-001;POLICIA MILITAR
2019-020641763-001;POLICIA MILITAR
2018-011504911-001;POLICIA MILITAR
2018-052801707-001;POLICIA MILITAR
2019-000978056-001;POLICIA MILITAR
2019-002301102-001;POLICIA MILITAR
2018-027996973-001;POLICIA MILITAR
2018-047441610-001;POLICIA MILITAR
2019-007824986-001;POLICIA MILITAR
2018-003149826-001;POLICIA MILITAR
2018-000083311-001;POLICIA MILITAR
2018-034022359-001;POLICIA CIVIL
2018-003371528-001;POLICIA MILITAR
2018-022178842-001;POLICIA MILITAR
2018-035296998-001;POLICIA MILITAR
2019-008917690-001;POLICIA MILITAR
2019-022715872-001;POLICIA MILITAR
2018-010315348-001;POLICIA MILITAR
2018-016051738-001;POLICIA MILITAR
2018-018929470-001;POLICIA MILITAR
2018-023393280-001;POLICIA MILITAR
2018-048134294-001;POLICIA MILITAR
2018-054482849-001;POLICIA MILITAR
2019-032413907-001;POLICIA MILITAR
2019-024065001-001;POLICIA CIVIL
2018-037892713-001;POLICIA MILITAR
2018-022049004-001;POLICIA CIVIL
2018-018929062-001;POLICIA MILITAR
2019-059394057-001;POLICIA MILITAR
2019-011498076-001;POLICIA MILITAR
2018-033679700-001;POLICIA MILITAR
2018-019527247-001;POLICIA MILITAR
2018-024988711-001;POLICIA MILITAR
2019-016018192-001;POLICIA MILITAR
2018-040163125-001;POLICIA MILITAR
2019-038170274-001;POLICIA MILITAR
2018-047012366-001;POLICIA MILITAR
2019-005807969-001;POLICIA MILITAR
2018-056501882-001;POLICIA MILITAR
2018-045918093-001;POLICIA MILITAR
2018-056311989-001;POLICIA MILITAR
2019-011475450-001;POLICIA MILITAR
2018-040116279-001;POLICIA MILITAR
2018-039252705-001;POLICIA MILITAR
2018-033859545-001;POLICIA MILITAR
2019-001679362-001;POLICIA MILITAR
2018-058055840-001;POLICIA MILITAR
2019-035457623-001;POLICIA MILITAR
2018-006400417-001;POLICIA MILITAR
2018-014260897-001;POLICIA MILITAR
2018-057110898-001;POLICIA MILITAR
2018-038744926-001;POLICIA CIVIL
2018-012308300-001;POLICIA MILITAR
2018-003076183-001;POLICIA CIVIL
2018-044399917-001;POLICIA MILITAR
2018-001524416-001;POLICIA MILITAR
2018-016518298-001;POLICIA MILITAR
2018-018552215-001;POLICIA MILITAR
2018-019753404-001;POLICIA MILITAR
2018-025206711-001;POLICIA MILITAR
2018-028260866-001;POLICIA MILITAR
2018-031294175-001;POLICIA MILITAR
2018-038002896-001;POLICIA MILITAR
2018-039871725-001;POLICIA MILITAR
2018-046756980-001;POLICIA MILITAR
2018-055863087-001;POLICIA MILITAR
2019-006784656-001;POLICIA MILITAR
2019-007399656-001;POLICIA MILITAR
2019-009751028-001;POLICIA MILITAR
2019-034307713-001;POLICIA MILITAR
2019-012592477-001;POLICIA MILITAR
2019-058497545-001;POLICIA MILITAR
2018-051168032-001;POLICIA MILITAR
2018-017574757-001;POLICIA CIVIL
2018-058036060-001;POLICIA MILITAR
2018-017551962-001;POLICIA CIVIL
2018-012037042-001;POLICIA MILITAR
2019-048569979-001;POLICIA MILITAR
2018-051180880-001;POLICIA MILITAR
2018-051051916-001;POLICIA MILITAR
2019-000018372-001;POLICIA MILITAR
2019-008864158-001;POLICIA CIVIL
2019-024719141-001;POLICIA CIVIL
2018-050682987-001;POLICIA MILITAR
2019-033702158-001;POLICIA MILITAR
2018-006526543-001;POLICIA MILITAR
2018-004319074-001;POLICIA MILITAR
2018-006744169-001;POLICIA CIVIL
2018-014438937-001;POLICIA MILITAR
2018-037056960-001;POLICIA MILITAR
2019-012686200-001;POLICIA CIVIL
2019-052585478-001;POLICIA MILITAR
2019-057227612-001;POLICIA MILITAR
2019-057292239-001;POLICIA MILITAR
2019-045537326-001;POLICIA MILITAR
2018-006543421-001;POLICIA MILITAR
2018-014258437-001;POLICIA MILITAR
2018-045909484-001;POLICIA MILITAR
2018-051148947-001;POLICIA MILITAR
2019-008025673-001;POLICIA MILITAR
2018-029520899-001;POLICIA MILITAR
2018-041262438-001;POLICIA MILITAR
2018-055479147-001;POLICIA MILITAR
2018-030679620-001;POLICIA MILITAR
2018-047911419-001;POLICIA CIVIL
2019-007001391-001;POLICIA MILITAR
2018-050682570-001;POLICIA MILITAR
2018-050682673-001;POLICIA MILITAR
2018-050682933-001;POLICIA MILITAR
2018-050683258-001;POLICIA MILITAR
2019-058386000-001;POLICIA MILITAR
2018-046038536-001;POLICIA CIVIL
2018-038525156-001;POLICIA CIVIL
2019-059506820-001;POLICIA MILITAR
2018-054050183-001;POLICIA MILITAR
2019-037300481-001;POLICIA MILITAR
2018-041332770-001;POLICIA MILITAR
2019-044617600-001;POLICIA MILITAR
2018-014934630-001;POLICIA MILITAR
2018-033505187-001;POLICIA MILITAR
2019-014926947-001;POLICIA MILITAR
2019-048491405-001;POLICIA MILITAR
2018-001738949-001;POLICIA MILITAR
2019-001540657-001;POLICIA MILITAR
2019-003590542-001;POLICIA MILITAR
2018-033698669-001;POLICIA MILITAR
2019-047229682-001;POLICIA MILITAR
2019-014337152-001;POLICIA MILITAR
2018-007799348-001;POLICIA MILITAR
2018-055742962-001;POLICIA MILITAR
2019-014180876-001;POLICIA MILITAR
2018-044246478-001;POLICIA MILITAR
2019-022566408-001;POLICIA MILITAR
2019-010466227-001;POLICIA MILITAR
2019-020237731-001;POLICIA MILITAR
2018-055497948-001;POLICIA MILITAR
2018-021050579-001;POLICIA MILITAR
2019-004115910-001;POLICIA MILITAR
2019-058406582-001;POLICIA CIVIL
2019-004871709-001;POLICIA MILITAR
2018-030166854-001;POLICIA MILITAR
2019-017992215-001;POLICIA MILITAR
2019-008684786-001;POLICIA MILITAR
2019-008896599-001;POLICIA MILITAR
2018-032614594-001;POLICIA MILITAR
2018-039329055-001;POLICIA MILITAR
2018-030596975-001;POLICIA MILITAR
2019-002898603-001;POLICIA MILITAR
2018-011139746-001;POLICIA MILITAR
2018-015754061-001;POLICIA MILITAR
2018-010592290-001;POLICIA MILITAR
2018-039281540-001;POLICIA MILITAR
2019-004953757-001;POLICIA MILITAR
2019-004953757-002;POLICIA CIVIL
2018-038189437-001;POLICIA MILITAR
2019-022130712-001;POLICIA MILITAR
2019-024963012-001;POLICIA MILITAR
2019-051219205-001;POLICIA MILITAR
2018-042369511-001;POLICIA MILITAR
2019-012777290-001;POLICIA MILITAR
2018-036166964-001;POLICIA MILITAR
2018-048926518-001;POLICIA MILITAR
2018-015250111-001;POLICIA MILITAR
2018-032480510-001;POLICIA MILITAR
2018-046073011-001;POLICIA MILITAR
2019-027692032-001;POLICIA MILITAR
2018-029056392-001;POLICIA MILITAR
2019-013711046-001;POLICIA CIVIL
2019-001090819-001;POLICIA MILITAR
2018-007251090-001;POLICIA MILITAR
2019-021263282-001;POLICIA CIVIL
2019-047192589-001;POLICIA MILITAR
2018-031871755-001;POLICIA CIVIL
2018-047433313-001;POLICIA MILITAR
2018-043157879-001;POLICIA MILITAR
2019-039968483-001;POLICIA MILITAR
2019-025158107-001;POLICIA CIVIL
2019-052200037-001;POLICIA MILITAR
2019-047136230-001;POLICIA MILITAR
2019-036337272-001;POLICIA MILITAR
2018-029292555-001;POLICIA MILITAR
2018-029333685-001;POLICIA MILITAR
2018-004363676-001;POLICIA MILITAR
2018-048645662-001;POLICIA MILITAR
2019-014100424-001;POLICIA MILITAR
2019-001380788-001;POLICIA CIVIL
2019-054095175-001;POLICIA MILITAR
2019-003345742-001;POLICIA MILITAR
2018-044436174-001;POLICIA MILITAR
2018-050446755-001;POLICIA MILITAR
2019-001830782-001;POLICIA MILITAR
2018-040349980-001;POLICIA MILITAR
2018-040904340-001;POLICIA MILITAR
2018-056399283-001;POLICIA CIVIL
2019-056608837-001;POLICIA MILITAR
2018-033907181-001;POLICIA MILITAR
2018-055733491-001;POLICIA MILITAR
2018-026856075-001;POLICIA MILITAR
2018-050325857-001;POLICIA MILITAR
2019-047917457-001;POLICIA MILITAR
2019-052873877-001;POLICIA MILITAR
2018-032334514-001;POLICIA MILITAR
2019-040233482-001;POLICIA MILITAR
2019-000029699-001;POLICIA MILITAR
2019-006717805-001;POLICIA MILITAR
2019-025038203-001;POLICIA MILITAR
2018-040501460-001;POLICIA MILITAR
2019-010214425-001;POLICIA MILITAR
2019-056448290-001;POLICIA MILITAR
2019-014852347-001;POLICIA MILITAR
2019-021288702-001;POLICIA MILITAR
2018-026811252-001;POLICIA MILITAR
2018-056693441-001;POLICIA MILITAR
2019-028407106-001;POLICIA MILITAR
2019-037603982-001;POLICIA MILITAR
2018-051673849-001;POLICIA MILITAR
2018-044010443-001;POLICIA MILITAR
2019-056669048-001;POLICIA MILITAR
2018-026358596-001;POLICIA MILITAR
2018-048626638-001;POLICIA MILITAR
2018-054819497-001;POLICIA MILITAR
2019-038114950-001;POLICIA MILITAR
2018-001664336-001;POLICIA MILITAR
2018-034477235-001;POLICIA MILITAR
2018-039849411-001;POLICIA MILITAR
2018-004217116-001;POLICIA MILITAR
2019-003150742-001;POLICIA MILITAR
2019-035977682-001;POLICIA MILITAR
2018-025077765-001;POLICIA MILITAR
2019-026395187-001;POLICIA CIVIL
2018-000203728-001;POLICIA MILITAR
2018-015840694-001;POLICIA MILITAR
2018-019251563-001;POLICIA MILITAR
2019-036010136-001;POLICIA MILITAR
2018-046568913-001;POLICIA MILITAR
2018-000923990-001;POLICIA MILITAR
2018-018139132-001;POLICIA MILITAR
2018-022664790-001;POLICIA MILITAR
2019-014984900-001;POLICIA MILITAR
2018-002525840-001;POLICIA MILITAR
2018-010351878-001;POLICIA MILITAR
2018-047048814-001;POLICIA MILITAR
2018-006062426-001;POLICIA MILITAR
2018-024260371-001;POLICIA MILITAR
2018-028135249-001;POLICIA MILITAR
2018-045903117-001;POLICIA MILITAR
2019-048848251-001;POLICIA MILITAR
2019-031855399-001;POLICIA MILITAR
2019-030944240-001;POLICIA MILITAR
2018-041649960-001;POLICIA MILITAR
2019-019731081-001;POLICIA MILITAR
2018-035778368-001;POLICIA MILITAR
2019-016688041-001;POLICIA MILITAR
2018-049253645-001;POLICIA MILITAR
2018-039940852-001;POLICIA MILITAR
2019-034448337-001;POLICIA MILITAR
2019-034629569-001;POLICIA MILITAR
2018-008883702-001;POLICIA MILITAR
2018-039593438-001;POLICIA MILITAR
2018-031968024-001;POLICIA MILITAR
2018-037788697-001;POLICIA MILITAR
2018-038205011-001;POLICIA MILITAR
2019-007035628-001;POLICIA MILITAR
2019-055375324-001;POLICIA MILITAR
2018-049426905-001;POLICIA MILITAR
2019-013631809-001;POLICIA MILITAR
2019-028481288-001;POLICIA MILITAR
2018-046055994-001;POLICIA MILITAR
2018-001380301-001;POLICIA MILITAR
2019-004883127-001;POLICIA MILITAR
2018-042819306-001;POLICIA MILITAR
2019-039271350-002;POLICIA MILITAR
2018-006057527-001;POLICIA MILITAR
2018-013212889-001;POLICIA MILITAR
2018-025049887-001;POLICIA CIVIL
2018-049431795-001;POLICIA MILITAR
2019-019366950-001;POLICIA MILITAR
2019-022194607-001;POLICIA MILITAR
2018-028896344-001;POLICIA MILITAR
2019-046712006-001;POLICIA MILITAR
2018-011975424-001;POLICIA MILITAR
2018-035998675-001;POLICIA MILITAR
2018-038410740-001;POLICIA MILITAR
2019-026631000-001;POLICIA MILITAR
2018-040310378-001;POLICIA MILITAR
2018-051549605-001;POLICIA MILITAR
2019-020191953-001;POLICIA MILITAR
2019-010766765-001;POLICIA MILITAR
2018-046406508-001;POLICIA MILITAR
2018-055794549-001;POLICIA MILITAR
2019-002634939-001;POLICIA MILITAR
2018-036676281-001;POLICIA MILITAR
2018-028894317-001;POLICIA MILITAR
2019-004846248-001;POLICIA MILITAR
2018-040337208-001;POLICIA MILITAR
2018-053877180-001;POLICIA MILITAR
2018-008828308-001;POLICIA MILITAR
2019-036786606-001;POLICIA MILITAR
2018-003383563-001;POLICIA MILITAR
2019-015008302-001;POLICIA MILITAR
2019-023308650-001;POLICIA MILITAR
2018-034954468-001;POLICIA MILITAR
2018-001560830-001;POLICIA MILITAR
2019-056112112-001;POLICIA MILITAR
2018-056855021-001;POLICIA MILITAR
2018-048124245-001;POLICIA MILITAR
2018-051149694-001;POLICIA MILITAR
2018-010872100-001;POLICIA MILITAR
2018-048269484-001;POLICIA MILITAR
2019-035746832-001;POLICIA MILITAR
2019-025956215-001;POLICIA MILITAR
2018-027976487-001;POLICIA MILITAR
2019-057096300-001;POLICIA MILITAR
2018-009827840-001;POLICIA MILITAR
2019-052959813-001;POLICIA MILITAR
2018-029881397-001;POLICIA MILITAR
2018-011549095-001;POLICIA MILITAR
2018-042050388-001;POLICIA MILITAR
2018-013536216-001;POLICIA MILITAR
2018-039312738-001;POLICIA MILITAR
2019-049563520-001;POLICIA MILITAR
2018-057799925-001;POLICIA MILITAR
2019-008586581-001;POLICIA MILITAR
2018-006460870-001;POLICIA MILITAR
2018-036276273-001;POLICIA MILITAR
2019-012354080-001;POLICIA MILITAR
2018-049655126-001;POLICIA MILITAR
2018-023807161-001;POLICIA MILITAR
2018-004128163-001;POLICIA MILITAR
2018-033311310-001;POLICIA MILITAR
2019-057096156-001;POLICIA MILITAR
2019-009513546-001;POLICIA MILITAR
2018-046848890-001;POLICIA MILITAR
2018-023302035-001;POLICIA MILITAR
2019-030959615-001;POLICIA MILITAR
2018-049273921-001;POLICIA MILITAR
2018-026957966-001;POLICIA MILITAR
2018-005370390-001;POLICIA MILITAR
2018-006959025-001;POLICIA MILITAR
2019-018541598-001;POLICIA MILITAR
2019-008524580-002;POLICIA MILITAR
2018-032342222-001;POLICIA MILITAR
2018-002027430-001;POLICIA MILITAR
2018-011306084-001;POLICIA MILITAR
2018-025047981-001;POLICIA MILITAR
2019-032198986-001;POLICIA MILITAR
2018-018023030-001;POLICIA MILITAR
2019-049219196-001;POLICIA MILITAR
2018-020683974-001;POLICIA MILITAR
2019-013980553-001;POLICIA MILITAR
2018-020261784-001;POLICIA MILITAR
2018-005952082-001;POLICIA MILITAR
2019-044472622-001;POLICIA MILITAR
2019-011223148-001;POLICIA MILITAR
2019-004119539-001;POLICIA MILITAR
2019-051880815-001;POLICIA MILITAR
2019-057193841-001;POLICIA MILITAR
2019-039613337-001;POLICIA MILITAR
2019-044308772-001;POLICIA MILITAR
2019-045108410-001;POLICIA MILITAR
2019-036487523-001;POLICIA MILITAR
2018-036613090-001;POLICIA MILITAR
2018-012037581-001;POLICIA MILITAR
2018-012513634-001;POLICIA MILITAR
2018-039243535-001;POLICIA MILITAR
2019-028797301-001;POLICIA MILITAR
2019-040123740-001;POLICIA MILITAR
2019-040507141-001;POLICIA MILITAR
2018-017807450-001;POLICIA MILITAR
2019-008965917-001;POLICIA MILITAR
2018-045131756-001;POLICIA MILITAR
2019-020638506-001;POLICIA MILITAR
2019-014234804-001;POLICIA MILITAR
2018-045632527-001;POLICIA MILITAR
2019-009208741-001;POLICIA MILITAR
2019-035283813-001;POLICIA MILITAR
2019-016962553-001;POLICIA MILITAR
2019-057013384-001;POLICIA MILITAR
2019-035267115-001;POLICIA CIVIL
2018-048576955-001;POLICIA MILITAR
2018-001460100-001;POLICIA MILITAR
2018-007583054-001;POLICIA MILITAR
2018-036704447-001;POLICIA MILITAR
2019-059031415-001;POLICIA MILITAR
2019-040023142-001;POLICIA MILITAR
2018-004105641-001;POLICIA MILITAR
2018-049543075-001;POLICIA MILITAR
2018-050648290-001;POLICIA MILITAR
2018-036472280-001;POLICIA MILITAR
2018-035453183-001;POLICIA MILITAR
2018-008836542-001;POLICIA MILITAR
2018-036495363-001;POLICIA MILITAR
2019-037633180-001;POLICIA MILITAR
2019-040632351-001;POLICIA MILITAR
2018-029175893-001;POLICIA MILITAR
2018-041480824-001;POLICIA MILITAR
2018-047253716-001;POLICIA MILITAR
2018-012160792-001;POLICIA MILITAR
2019-057442431-001;POLICIA MILITAR
2019-017918197-001;POLICIA MILITAR
2018-053760490-001;POLICIA MILITAR
2019-040893091-001;POLICIA MILITAR
2018-045608268-001;POLICIA MILITAR
2018-054564213-001;POLICIA MILITAR
2018-021131870-001;POLICIA MILITAR
2018-026893860-001;POLICIA MILITAR
2018-035756602-001;POLICIA MILITAR
2019-048700310-001;POLICIA MILITAR
2018-046715536-001;POLICIA MILITAR
2018-023371669-001;POLICIA MILITAR
2019-016054309-001;POLICIA MILITAR
2019-055289193-001;POLICIA MILITAR
2018-022280625-001;POLICIA MILITAR
2018-044041930-001;POLICIA MILITAR
2019-019787099-001;POLICIA MILITAR
2018-033487729-001;POLICIA MILITAR
2019-032072232-001;POLICIA MILITAR
2019-034629227-001;POLICIA MILITAR
2018-033376055-001;POLICIA MILITAR
2018-043760920-001;POLICIA MILITAR
2018-009119040-001;POLICIA MILITAR
2018-045117975-001;POLICIA MILITAR
2019-053229913-001;POLICIA MILITAR
2019-037176311-001;POLICIA MILITAR
2018-021937551-001;POLICIA MILITAR
2018-009763678-001;POLICIA MILITAR
2019-020902605-001;POLICIA MILITAR
2019-033673925-001;POLICIA MILITAR
2018-016051123-001;POLICIA MILITAR
2018-005538450-001;POLICIA MILITAR
2018-027861980-001;POLICIA MILITAR
2018-022990679-001;POLICIA MILITAR
2018-055478666-001;POLICIA MILITAR
2019-011316653-001;POLICIA MILITAR
2019-033231095-001;POLICIA MILITAR
2019-020295014-001;POLICIA MILITAR
2018-022774448-001;POLICIA MILITAR
2018-025895181-001;POLICIA MILITAR
2018-046816537-001;POLICIA MILITAR
2018-048433204-001;POLICIA MILITAR
2018-015536840-001;POLICIA MILITAR
2018-014322442-001;POLICIA MILITAR
2018-045161449-001;POLICIA MILITAR
2018-046790775-001;POLICIA MILITAR
2018-045896862-001;POLICIA MILITAR
2018-049941959-001;POLICIA MILITAR
2019-010823017-001;POLICIA MILITAR
2018-001840280-001;POLICIA MILITAR
2018-010445353-001;POLICIA MILITAR
2018-022285054-001;POLICIA MILITAR
2018-046048529-001;POLICIA MILITAR
2019-024463352-001;POLICIA MILITAR
2019-000537223-001;POLICIA MILITAR
2018-041075252-001;POLICIA MILITAR
2019-007012727-001;POLICIA MILITAR
2019-059449817-001;POLICIA MILITAR
2019-057788609-001;POLICIA MILITAR
2018-026593992-001;POLICIA MILITAR
2019-047648838-001;POLICIA MILITAR
2019-027879612-001;POLICIA MILITAR
2018-012371321-001;POLICIA MILITAR
2018-055655441-001;POLICIA MILITAR
2018-032864224-001;POLICIA MILITAR
2019-005397680-001;POLICIA MILITAR
2019-031751250-001;POLICIA MILITAR
2018-014200277-001;POLICIA MILITAR
2018-042004125-001;POLICIA MILITAR
2019-012398393-001;POLICIA MILITAR
2019-019913750-001;POLICIA MILITAR
2018-014456519-001;POLICIA MILITAR
2019-043828386-001;POLICIA MILITAR
2019-029844423-001;POLICIA CIVIL
2018-023790329-001;POLICIA MILITAR
2019-007393690-001;POLICIA MILITAR
2019-059034870-001;POLICIA MILITAR
2019-057553845-001;POLICIA MILITAR
2018-015764593-001;POLICIA MILITAR
2018-015813648-001;POLICIA MILITAR
2019-038865445-001;POLICIA MILITAR
2018-012811440-001;POLICIA MILITAR
2018-019090150-001;POLICIA MILITAR
2018-017643724-001;POLICIA MILITAR
2019-028483142-001;POLICIA MILITAR
2019-039457754-001;POLICIA MILITAR
2018-032523608-001;POLICIA MILITAR
2018-020707884-001;POLICIA MILITAR
2018-054832392-001;POLICIA MILITAR
2019-007522962-001;POLICIA MILITAR
2019-040115309-001;POLICIA MILITAR
2018-007468610-001;POLICIA MILITAR
2018-018334853-001;POLICIA MILITAR
2019-039592082-001;POLICIA MILITAR
2019-016786900-001;POLICIA MILITAR
2018-015252230-001;POLICIA MILITAR
2019-057573965-001;POLICIA MILITAR
2018-001797373-001;POLICIA MILITAR
2018-003619797-001;POLICIA MILITAR
2019-059006816-001;POLICIA MILITAR
2018-011589281-001;POLICIA MILITAR
2018-031167072-001;POLICIA MILITAR
2019-010608386-001;POLICIA CIVIL
2018-006667470-001;POLICIA MILITAR
2019-047565450-001;POLICIA MILITAR
2019-051114654-001;POLICIA MILITAR
2018-023802250-001;POLICIA MILITAR
2018-047501790-001;POLICIA MILITAR
2019-011719994-001;POLICIA MILITAR
2019-022518700-001;POLICIA MILITAR
2019-028026226-001;POLICIA CIVIL
2019-024607125-001;POLICIA MILITAR
2019-048308771-001;POLICIA MILITAR
2019-051241352-001;POLICIA MILITAR
2018-034626643-001;POLICIA MILITAR
2019-039328587-001;POLICIA MILITAR
2019-056957945-001;POLICIA MILITAR
2019-041344969-001;POLICIA MILITAR
2018-012864400-001;POLICIA MILITAR
2018-037097035-001;POLICIA MILITAR
2018-022216693-001;POLICIA MILITAR
2018-050333643-001;POLICIA MILITAR
2018-000968769-001;POLICIA MILITAR
2019-009157397-001;POLICIA MILITAR
2018-042003343-001;POLICIA MILITAR
2019-036806546-001;POLICIA MILITAR
2019-011563530-001;POLICIA MILITAR
2019-008295317-001;POLICIA MILITAR
2019-049536989-001;POLICIA MILITAR
2019-044000294-001;POLICIA MILITAR
2018-046817334-001;POLICIA MILITAR
2018-023486466-001;POLICIA MILITAR
2018-004100348-001;POLICIA MILITAR
2018-040253113-001;POLICIA MILITAR
2018-040566061-001;POLICIA MILITAR
2019-032194778-001;POLICIA MILITAR
2019-019998245-001;POLICIA MILITAR
2018-038539870-001;POLICIA MILITAR
2018-054446607-001;POLICIA MILITAR
2018-005917462-001;POLICIA MILITAR
2018-014421457-001;POLICIA MILITAR
2019-042337018-001;POLICIA MILITAR
2019-049840105-001;POLICIA MILITAR
2018-028747620-001;POLICIA MILITAR
2018-030003472-001;POLICIA MILITAR
2018-035451717-001;POLICIA MILITAR
2018-045419293-001;POLICIA MILITAR
2018-040724076-001;POLICIA MILITAR
2018-028694186-001;POLICIA MILITAR
2018-047474874-001;POLICIA MILITAR
2018-057516728-001;POLICIA MILITAR
2019-049597209-001;POLICIA MILITAR
2018-044927491-001;POLICIA MILITAR
2019-006624986-001;POLICIA MILITAR
2019-035987569-001;POLICIA MILITAR
2018-002007806-001;POLICIA MILITAR
2018-044725199-001;POLICIA MILITAR
2018-038981353-001;POLICIA MILITAR
2018-025257529-001;POLICIA MILITAR
2018-009949532-001;POLICIA MILITAR
2019-022843807-001;POLICIA MILITAR
2018-039412684-001;POLICIA MILITAR
2019-009676116-001;POLICIA MILITAR
2019-016431498-001;POLICIA MILITAR
2018-052790837-001;POLICIA MILITAR
2018-005537496-001;POLICIA MILITAR
2018-020094255-001;POLICIA MILITAR
2018-039419188-001;POLICIA MILITAR
2019-050211543-001;POLICIA MILITAR
2018-040606522-001;POLICIA MILITAR
2019-033649290-001;POLICIA MILITAR
2018-041944340-001;POLICIA MILITAR
2019-044012624-001;POLICIA MILITAR
2018-031419151-001;POLICIA MILITAR
2019-000850093-001;POLICIA MILITAR
2018-049138246-001;POLICIA MILITAR
2019-048364960-001;POLICIA MILITAR
2018-024508320-001;POLICIA MILITAR
2018-051916457-001;POLICIA MILITAR
2018-051838303-001;POLICIA MILITAR
2019-036305173-001;POLICIA MILITAR
2018-022410240-001;POLICIA MILITAR
2018-022415886-001;POLICIA MILITAR
2018-049922231-001;POLICIA MILITAR
2018-038629060-001;POLICIA MILITAR
2018-034445440-001;POLICIA MILITAR
2019-045582283-001;POLICIA MILITAR
2018-034973317-001;POLICIA MILITAR
2018-053206830-002;POLICIA CIVIL
2018-053206830-001;POLICIA MILITAR
2019-051568339-001;POLICIA MILITAR
2018-000776881-001;POLICIA MILITAR
2018-035797232-001;POLICIA MILITAR
2018-048945884-001;POLICIA MILITAR
2019-058445417-001;POLICIA MILITAR
2019-035112015-001;POLICIA MILITAR
2019-050986865-001;POLICIA MILITAR
2019-036060826-001;POLICIA MILITAR
2019-027312224-001;POLICIA MILITAR
2018-019370603-001;POLICIA MILITAR
2019-001709793-001;POLICIA MILITAR
2019-012292950-001;POLICIA MILITAR
2019-028545371-001;POLICIA MILITAR
2018-006307739-001;POLICIA MILITAR
2018-023442256-001;POLICIA MILITAR
2019-010709437-001;POLICIA MILITAR
2019-010704237-001;POLICIA MILITAR
2019-028480149-001;POLICIA MILITAR
2019-038449579-001;POLICIA MILITAR
2019-043493122-001;POLICIA MILITAR
2019-027003224-001;POLICIA MILITAR
2018-015182045-001;POLICIA MILITAR
2018-046021990-001;POLICIA MILITAR
2018-051546943-001;POLICIA MILITAR
2018-050329961-001;POLICIA MILITAR
2018-036281276-001;POLICIA MILITAR
2018-021413221-001;POLICIA MILITAR
2019-035075539-001;POLICIA MILITAR
2019-014330570-001;POLICIA MILITAR
2019-002503552-001;POLICIA MILITAR
2018-054402193-001;POLICIA MILITAR
2018-027071405-001;POLICIA MILITAR
2019-031857604-001;POLICIA MILITAR
2019-013284622-001;POLICIA MILITAR
2018-010071707-001;POLICIA MILITAR
2019-044148821-001;POLICIA MILITAR
2019-012963875-001;POLICIA MILITAR
2018-048530250-001;POLICIA MILITAR
2019-003823430-001;POLICIA MILITAR
2018-003976046-001;POLICIA MILITAR
2019-034829427-001;POLICIA MILITAR
2018-018477513-001;POLICIA MILITAR
2019-000535209-001;POLICIA MILITAR
2018-012002883-001;POLICIA MILITAR
2018-039327918-001;POLICIA MILITAR
2018-000861510-001;POLICIA MILITAR
2019-028477000-001;POLICIA MILITAR
2019-002287990-001;POLICIA MILITAR
2019-007622432-002;POLICIA MILITAR
2019-025256474-001;POLICIA MILITAR
2019-029578695-001;POLICIA MILITAR
2019-009083919-001;POLICIA MILITAR
2019-024542983-001;POLICIA MILITAR
2019-024687235-001;POLICIA MILITAR
2018-047405905-001;POLICIA MILITAR
2019-002833755-001;POLICIA MILITAR
2019-009884808-001;POLICIA MILITAR
2018-011156546-001;POLICIA MILITAR
2019-017584085-001;POLICIA MILITAR
2018-025380980-001;POLICIA MILITAR
2019-003011830-001;POLICIA MILITAR
2019-012651990-001;POLICIA MILITAR
2019-011177119-001;POLICIA MILITAR
2019-037409372-001;POLICIA CIVIL
2018-014089749-001;POLICIA MILITAR
2019-011596437-001;POLICIA MILITAR
2019-007743224-001;POLICIA MILITAR
2019-007622432-001;POLICIA MILITAR
2019-018563005-001;POLICIA MILITAR
2019-004720754-001;POLICIA MILITAR
2019-008047660-001;POLICIA MILITAR
2018-038075305-001;POLICIA MILITAR
2019-045914719-001;POLICIA MILITAR
2019-042509487-001;POLICIA MILITAR
2019-009775447-001;POLICIA MILITAR
2019-009886080-001;POLICIA MILITAR
2019-006648459-001;POLICIA MILITAR
2019-027352304-001;POLICIA MILITAR
2019-023935256-001;POLICIA MILITAR
2018-023425798-001;POLICIA MILITAR
2019-006690707-001;POLICIA MILITAR
2019-004715764-001;POLICIA MILITAR
2019-034731811-001;POLICIA MILITAR
2019-003013133-001;POLICIA MILITAR
2019-010523350-001;POLICIA MILITAR
2019-036750054-001;POLICIA CIVIL
2019-010537130-001;POLICIA MILITAR
2019-012831977-001;POLICIA MILITAR
2019-057030654-001;POLICIA CIVIL
2018-046637029-001;POLICIA MILITAR
2019-034130981-001;POLICIA CIVIL
2019-002155120-001;POLICIA MILITAR
2018-032317495-001;POLICIA MILITAR
2019-048010063-001;POLICIA MILITAR
2018-035818816-001;POLICIA MILITAR
